player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
aiv-benatar,AIV Benatar,,74.0,4.0,1.0,1.0,68.0,0.0,,,,,,,,1.0
b-wani,B Wani,,6.0,0.0,0.0,3.0,1.0,0.0,12.0,0.0,2.0,11.0,0.0,1.0,,1.0
ct-mcnally,CT McNally,,8.0,1.0,1.0,5.0,9.0,0.0,,,,,,,,1.0
e-ellermaa,E Ellermaa,,3.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,1.0
eas-ferrary,EAS Ferrary,,23.0,3.0,0.0,4.0,27.0,0.0,21.0,1.0,0.0,6.0,4.0,4.0,,1.0
h-kerge,H Kerge,,14.0,0.0,0.0,5.0,2.0,0.0,,,,,,,1.0,1.0
h-mumford,H Mumford,,,,,,,,24.0,1.0,1.0,9.0,3.0,2.0,,1.0
l-dalbina,L Dalbina,,10.0,0.0,1.0,9.0,2.0,0.0,24.0,0.0,3.0,34.0,0.0,8.0,,1.0
l-sormus,L Sormus,,8.0,0.0,0.0,4.0,1.0,0.0,18.0,0.0,7.0,34.0,1.0,2.0,,1.0
lj-payas,LJ Payas,,,,,,,,12.0,0.0,0.0,8.0,0.0,3.0,1.0,1.0
m-frey,M Frey,,3.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,1.0
m-valner,M Valner,,5.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,1.0,19.0,0.0,1.0,,1.0
n-caruana,N Caruana,,22.0,0.0,0.0,2.0,11.0,0.0,12.0,0.0,0.0,3.0,2.0,3.0,,1.0
n-tykhonravova,N Tykhonravova,,1.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,1.0
n-zholudz,N Zholudz,,8.0,0.0,0.0,7.0,1.0,0.0,,,,,,,,1.0
ra-reilly,RA Reilly,,7.0,1.0,0.0,3.0,8.0,0.0,,,,,,,,1.0
ragne-hallik,Ragne Hallik,,15.0,0.0,0.0,2.0,5.0,0.0,18.0,0.0,0.0,27.0,1.0,2.0,,1.0
viktoria-frey,Viktoria Frey,,3.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,32.0,0.0,4.0,,1.0
ys-blagg,YS Blagg,,,,,,,,6.0,0.0,0.0,3.0,0.0,3.0,,1.0
