player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
calvin-fance,Calvin Fance,RB,,,,,,,1.0,1.0
carlton-brown,Carlton Brown,RB,,,,,,,0.0,3.0
darien-townsend,DARIEN TOWNSEND,WR,,,,2.0,26.0,3.0,,
duane-brown,DUANE  BROWN,K/WR,,,,4.0,144.0,9.0,,
desmond-maxwell,Desmond  Maxwell,RB,,,,,,,1.0,18.0
isaiah-scott,Isaiah Scott,WR,,,,0.0,69.0,5.0,,
jordon-gandy,Jordon Gandy,WR,,,,1.0,138.0,8.0,,
marquel-wade,MARQUEL WADE,WR,0.0,0.0,17.0,,,,,
sam-castronova,Sam Castronova,QB,1.0,5.0,225.0,0.0,17.0,1.0,1.0,12.0
