player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-coble,Aaron Coble,P,,1.0,4.0,4.0,,,1.0,,,5.0,1.0,5.0,29.0
aaron-peterschmidt,Aaron Peterschmidt,P,,,,,,2.0,,,3.0,,,,
austin-kelly,Austin Kelly,P,,,,,,1.0,,,,,4.0,,
ben-levinsky,Ben Levinsky,P,,,1.0,3.0,,,,1.0,9.0,3.0,,2.0,52.0
bryce-lozinski,Bryce Lozinski,P,3.0,1.0,25.0,25.0,,2.0,,1.0,,25.0,,87.0,91.0
caden-sigerud,Caden Sigerud,P,,1.0,1.0,1.0,,,,,,1.0,,15.0,-5.0
casey-wu,Casey Wu,P,,,10.0,7.0,,3.0,3.0,,,7.0,,99.0,53.0
clark-wang,Clark Wang,P,,1.0,2.0,2.0,,,,,,3.0,1.0,-15.0,11.0
collin-gall,Collin Gall,P,,,5.0,5.0,,,,,,5.0,,15.0,39.0
conner-stillwell,Conner Stillwell,P,,,,,1.0,,,,,,,,
elliot-warner,Elliot Warner,P,1.0,,35.0,41.0,,1.0,3.0,1.0,,45.0,4.0,72.0,259.0
ian-lawson,Ian Lawson,P,,,,,,,,,,,1.0,,
jared-johnson,JARED JOHNSON,FB/P/RB,,1.0,,,,,,,,,,,
jan-szmanda,Jan Szmanda,P,1.0,,7.0,9.0,,,,,,10.0,1.0,-15.0,39.0
jeffrey-silverman,Jeffrey Silverman,P,1.0,1.0,6.0,6.0,,,1.0,,,6.0,,59.0,49.0
jordan-queckboerner,Jordan Queckboerner,P,,4.0,11.0,11.0,,2.0,1.0,,4.0,12.0,1.0,69.0,94.0
joshua-moore,Joshua Moore,WR/P,,1.0,,,,,,,,,,,
leandro-marx,Leandro Marx,P,6.0,,38.0,30.0,,3.0,2.0,,,35.0,5.0,376.0,101.0
max-gibson,Max Gibson,P,4.0,,21.0,17.0,,2.0,2.0,,,20.0,3.0,418.0,165.0
maxwell-hume,Maxwell Hume,P,,,14.0,11.0,,1.0,2.0,,,12.0,1.0,71.0,13.0
michael-tran,Michael Tran,P,1.0,1.0,17.0,24.0,,,4.0,,,26.0,2.0,-4.0,175.0
patrick-buermeyer,Patrick Buermeyer,P,,1.0,,,,,,,,,,,
quinn-buermeyer,Quinn Buermeyer,P,,,,,,3.0,,,,,,,
raphy-hayes,Raphy Hayes,P,,3.0,,,,,6.0,,2.0,,,,
reggie-sung,Reggie Sung,P,,,2.0,1.0,,,,,,2.0,1.0,12.0,7.0
sam-franer,Sam Franer,P,3.0,,,,,2.0,,,,,,,
scott-radlauer,Scott Radlauer,P,1.0,1.0,,,,,1.0,,,,,,
stefan-samu,Stefan Samu,P,1.0,2.0,14.0,11.0,,3.0,1.0,,9.0,12.0,1.0,218.0,69.0
steven-milardovich,Steven Milardovich,P,2.0,,25.0,26.0,,4.0,1.0,,1.0,27.0,1.0,243.0,188.0
thomas-konogeris,Thomas Konogeris,P,,,3.0,1.0,,2.0,,,,1.0,,15.0,17.0
travis-dunn,Travis Dunn,P,8.0,,40.0,38.0,,2.0,2.0,5.0,,38.0,,287.0,363.0
trevor-purdy,Trevor Purdy,P,,2.0,3.0,3.0,,,,,,3.0,,54.0,1.0
