player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
albert-yuan,Albert Yuan,P,,1.0,2.0,2.0,,,,,,2.0,,24.0,-2.0
alex-davis,Alex Davis,P,,1.0,5.0,4.0,,,,,,5.0,1.0,52.0,17.0
alexander-wilcox,Alexander Wilcox,P,,,9.0,8.0,,,,,1.0,10.0,1.0,18.0,80.0
anders-juengst,Anders Juengst,P,,,22.0,22.0,1.0,1.0,2.0,,,22.0,,100.0,80.0
austin-taylor,Austin Taylor,P/WR,2.0,,29.0,34.0,,,3.0,,,35.0,1.0,16.0,87.0
billy-obryan,Billy O\'Bryan,P,2.0,,8.0,9.0,,1.0,1.0,,1.0,10.0,1.0,53.0,33.0
bobby-ley,Bobby Ley,P,4.0,,34.0,35.0,,1.0,1.0,2.0,,37.0,1.0,69.0,161.0
bradley-seuntjens,Bradley Seuntjens,P,1.0,1.0,9.0,10.0,,,1.0,,,10.0,,71.0,24.0
brett-hulsmeyer,Brett Hulsmeyer,P,6.0,,38.0,43.0,,,3.0,1.0,,47.0,3.0,265.0,210.0
christian-olsen,Christian Olsen,P,,,26.0,24.0,,5.0,3.0,,,26.0,2.0,188.0,151.0
connor-russell,Connor Russell,P,,,3.0,1.0,,1.0,,,5.0,1.0,,23.0,-9.0
dean-ramsey,Dean Ramsey,P,,3.0,3.0,2.0,,2.0,2.0,,12.0,2.0,,32.0,17.0
dylan-hawkins,Dylan Hawkins,P,,3.0,11.0,12.0,,1.0,1.0,,,12.0,,37.0,33.0
elijah-long,Elijah Long,P,1.0,,51.0,49.0,,3.0,3.0,,,53.0,3.0,231.0,168.0
ethan-bloodworth,Ethan Bloodworth,P,,1.0,11.0,12.0,,,2.0,,,12.0,,14.0,7.0
jp-burns,JP Burns,P,1.0,,5.0,8.0,,1.0,2.0,,,8.0,,37.0,52.0
jacob-fairfax,Jacob Fairfax,P,,2.0,13.0,11.0,1.0,1.0,2.0,,,12.0,,266.0,78.0
jakeem-polk,Jakeem Polk,P,,,,,,,,,10.0,,,,
jeremy-langdon,Jeremy Langdon,P,,2.0,7.0,5.0,,3.0,1.0,,,6.0,1.0,57.0,32.0
justin-burnett,Justin Burnett,P,2.0,2.0,7.0,6.0,,2.0,,1.0,,6.0,,46.0,69.0
karl-ekwurtzel,Karl Ekwurtzel,P,,1.0,4.0,3.0,1.0,1.0,,,,3.0,,74.0,64.0
kevin-pignone,Kevin Pignone,P,2.0,,11.0,13.0,,,,,1.0,13.0,,63.0,40.0
liam-haberfield,Liam Haberfield,P,3.0,,11.0,11.0,1.0,,,2.0,,11.0,,63.0,169.0
matt-smith,Matt Smith,P,,,18.0,12.0,,5.0,2.0,,,13.0,,208.0,50.0
matt-tucker,Matt Tucker,P,,1.0,3.0,3.0,,1.0,,,,3.0,,33.0,-2.0
matthew-mcknight,Matthew Mcknight,P,5.0,,28.0,30.0,1.0,1.0,,1.0,,30.0,,147.0,275.0
matthew-wilson,Matthew Wilson,P,1.0,1.0,1.0,2.0,,,,,,2.0,,,22.0
max-thorne,Max Thorne,P,,1.0,18.0,18.0,1.0,2.0,3.0,,,19.0,1.0,96.0,138.0
mike-kobyra,Mike Kobyra,P,,,3.0,2.0,,,1.0,,,3.0,1.0,13.0,25.0
sol-yanuck,Sol Yanuck,P,3.0,,39.0,50.0,,,2.0,2.0,,58.0,6.0,82.0,395.0
suraj-madiraju,Suraj Madiraju,P,1.0,,14.0,15.0,,,2.0,,,17.0,2.0,-31.0,120.0
tanner-robinson,Tanner Robinson,P,1.0,,4.0,3.0,,,,,,4.0,1.0,24.0,18.0
terrence-mitchell,Terrence Mitchell,P,,,13.0,8.0,,4.0,,,,9.0,1.0,131.0,8.0
tobias-brooks,Tobias Brooks,P,4.0,,14.0,13.0,1.0,1.0,1.0,,,13.0,,173.0,107.0
trenton-spinks,Trenton Spinks,P,,,2.0,2.0,,,1.0,,4.0,2.0,,2.0,26.0
trevor-lynch,Trevor Lynch,P,2.0,,25.0,22.0,1.0,2.0,3.0,,,24.0,2.0,210.0,147.0
ty-naquin,Ty Naquin,P,,,6.0,3.0,,3.0,1.0,,,3.0,,68.0,13.0
tyler-randall,Tyler Randall,P,,1.0,3.0,3.0,,1.0,,,,3.0,,-1.0,2.0
william-coffin,William Coffin,P,,1.0,2.0,3.0,,,,1.0,13.0,4.0,1.0,7.0,71.0
