player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adam-bighill,Adam Bighill,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adarius-pickett,Adarius Pickett,LB/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,27.0,3.0,,,60.0,,,,,,,,,,,,,,
ahmad-thomas,Ahmad Thomas,LB/DB,1.0,5.0,,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,LB/DB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,7.0,8.0,1.0,27.0,,6.0,1.0,1.0,,,,,,
casey-sayles,Casey Sayles,DB/DT,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-ackie,Chris Ackie,LB/DB,1.0,21.0,,3.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christophe-normand,Christophe Normand,FB/RB,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
darvin-adams,Darvin Adams,WR,,,,,,,,,,,,,,,,,2.0,4.0,1.0,4.0,52.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
david-côté,David Côté,K,,,,,,,,,,,,,,,,,,,,,,63.0,5.0,5.0,76.0,288.0,,,,,,9.0,,,2.0,2.0,28.0,9.0,3.0,3.0
david-ménard,David Ménard,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deaundre-alford,DeAundre Alford,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demerio-houston,Demerio Houston,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,,,,,,,,,8.0,2.0,3.0,,,11.0,,,,,,,,,,,,,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,1.0,1.0,,35.0,,,,35.0,,6.0,7.0,2.0,5.0,51.0,,,,,,,,,,2.0,12.0,,2.0,,,,,,
greg-reid,Greg Reid,DB,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
