player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
bartosz-lobaza,Bartosz Lobaza,,1.0,1.0,0.0,11.0,9.0
jan-hess,Jan Hess,,0.0,1.0,1.0,9.0,11.0
justin-hausherr,Justin Hausherr,,0.0,1.0,1.0,9.0,11.0
konrad-stych,Konrad Stych,,1.0,1.0,0.0,11.0,9.0
krzysztof-domin,Krzysztof Domin,,1.0,1.0,0.0,11.0,9.0
maksym-grzelka,Maksym Grzelka,,1.0,1.0,0.0,11.0,9.0
marcin-cieminski,Marcin Cieminski,,1.0,1.0,0.0,11.0,9.0
marco-hösli,Marco Hösli,,0.0,1.0,1.0,9.0,11.0
philipp-hösli,Philipp Hösli,,0.0,1.0,1.0,9.0,11.0
simon-gloor,Simon Gloor,,0.0,1.0,1.0,9.0,11.0
