player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
antoine-davis,Antoine Davis,P,,,2.0,1.0,,1.0,,,,1.0,,33.0,5.0
ben-jagt,Ben Jagt,P,,3.0,7.0,7.0,1.0,,2.0,,16.0,8.0,1.0,123.0,87.0
ben-katz,Ben Katz,P,1.0,,6.0,6.0,1.0,1.0,,,,8.0,2.0,28.0,66.0
billy-obryan,Billy O\'Bryan,P,1.0,1.0,,,,,,,,,,,
bobby-ley,Bobby Ley,P,,1.0,,,,,,,,,,,
bradley-seuntjens,Bradley Seuntjens,P,,,,,,,,,,,1.0,,
brett-hulsmeyer,Brett Hulsmeyer,P,,,,,,,,,,,1.0,,
charles-weinberg,Charles Weinberg,P,1.0,,21.0,18.0,,1.0,2.0,1.0,,20.0,2.0,202.0,150.0
christian-olsen,Christian Olsen,P,2.0,,,,1.0,,,,,,,,
elliott-chartock,Elliott Chartock,P,,,33.0,34.0,,2.0,5.0,,,35.0,1.0,89.0,241.0
ethan-fortin,Ethan Fortin,P,1.0,,6.0,6.0,,,,,,6.0,,34.0,53.0
jp-burns,JP Burns,P,,,,,,,,1.0,,,,,
jack-williams,Jack Williams,P,1.0,,28.0,26.0,,2.0,3.0,1.0,,26.0,,116.0,211.0
jakeem-polk,Jakeem Polk,P,,,1.0,,,1.0,,,1.0,,,24.0,
jeff-babbitt,Jeff Babbitt,P,1.0,,24.0,18.0,,4.0,,,,19.0,1.0,355.0,-21.0
jeff-holm,Jeff Holm,P,1.0,1.0,2.0,4.0,,,,1.0,,4.0,,20.0,50.0
jeremy-langdon,Jeremy Langdon,P,3.0,1.0,13.0,13.0,,,,1.0,,13.0,,100.0,100.0
john-lithio,John Lithio,P,2.0,1.0,16.0,17.0,,5.0,1.0,,,18.0,1.0,207.0,-20.0
john-randolph,John Randolph,P,1.0,2.0,7.0,6.0,,1.0,,1.0,,7.0,,81.0,71.0
josue-alorro,Josue Alorro,P,,,3.0,4.0,,,1.0,,4.0,4.0,,-5.0,17.0
justin-burnett,Justin Burnett,P,,2.0,,,,,,,,,,,
karl-ekwurtzel,Karl Ekwurtzel,P,,,,,1.0,,1.0,,,,,,
kennith-taylor,Kennith Taylor,P,,,,,,1.0,1.0,,,,,,
liam-haberfield,Liam Haberfield,P,,,,,,2.0,,,,,2.0,,
marques-brownlee,Marques Brownlee,P,,,4.0,4.0,,,,2.0,2.0,4.0,,32.0,77.0
matt-labar,Matt LaBar,P,1.0,,4.0,2.0,,1.0,,,,3.0,,33.0,-1.0
matt-stevens,Matt Stevens,P,,,2.0,2.0,,,1.0,,,2.0,,34.0,-11.0
max-thorne,Max Thorne,P,3.0,,,,,,,,,,,,
mike-drost,Mike Drost,P,,2.0,3.0,2.0,,1.0,1.0,,,2.0,,76.0,-7.0
oliver-chartock,Oliver Chartock,P,1.0,1.0,7.0,9.0,,1.0,,1.0,,9.0,,11.0,118.0
ryan-drost,Ryan Drost,P,,,2.0,2.0,,,,,,2.0,,23.0,-2.0
ryan-osgar,Ryan Osgar,P,9.0,,33.0,32.0,,,2.0,6.0,,33.0,1.0,189.0,406.0
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,,,20.0,30.0,,,1.0,,,30.0,,-8.0,182.0
