player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alanna-smith,Alanna Smith,F,6.0,4.0,5.0,,5.0,,0.222,9.0,2.0,3.0,,2.0,,32.333333333333336,2.0,25.0,4.0,7.0,2.0,2.0
alissa-pili,Alissa Pili,,,,,,,,,,,,,,,0.9666666666666667,,1.0,,,,
anastasiia-kosu,Anastasiia Kosu,,,1.0,,,,,,2.0,,,,,,0.9666666666666667,,1.0,,,,
arike-ogunbowale,Arike Ogunbowale,W,6.0,2.0,4.0,0.545,11.0,6.0,0.3,20.0,6.0,2.0,0.889,9.0,8.0,40.0,1.0,-16.0,26.0,5.0,,6.0
aziaha-james,Aziaha James,G,1.0,,,,1.0,,,2.0,,,,,,4.516666666666667,2.0,-4.0,,2.0,,
bridget-carleton,Bridget Carleton,,2.0,,4.0,0.5,4.0,2.0,0.5,6.0,3.0,2.0,,,,33.75,1.0,23.0,8.0,5.0,1.0,
courtney-williams,Courtney Williams,G,8.0,1.0,2.0,1.0,1.0,1.0,0.25,8.0,2.0,,,,,16.733333333333334,,20.0,5.0,2.0,2.0,1.0
dijonai-carrington,DiJonai Carrington,,1.0,,3.0,,3.0,,0.222,9.0,2.0,3.0,0.667,3.0,2.0,27.733333333333334,4.0,-22.0,6.0,7.0,,4.0
diamond-miller,Diamond Miller,,,,,,,,,1.0,,1.0,,,,3.283333333333333,,-1.0,,,,1.0
jj-quinerly,JJ Quinerly,,2.0,,2.0,,1.0,,0.25,8.0,2.0,4.0,0.667,3.0,2.0,19.3,,-2.0,6.0,2.0,1.0,1.0
jessica-shepard,Jessica Shepard,,1.0,,3.0,,,,0.667,3.0,2.0,1.0,0.5,2.0,1.0,8.983333333333333,3.0,-13.0,5.0,6.0,1.0,
kaila-charles,Kaila Charles,,,,2.0,,,,,,,1.0,,,,16.183333333333334,1.0,-10.0,,3.0,,1.0
karlie-samuelson,Karlie Samuelson,,,,,,1.0,,,1.0,,2.0,,,,8.016666666666667,,-12.0,,,,
kayla-mcbride,Kayla McBride,,3.0,,3.0,0.6,10.0,6.0,0.6,10.0,6.0,,1.0,3.0,3.0,34.56666666666667,,21.0,21.0,3.0,2.0,
luisa-geiselsader,Luisa Geiselșder,,1.0,1.0,2.0,0.25,4.0,1.0,0.286,7.0,2.0,1.0,,,,33.516666666666666,1.0,-13.0,5.0,3.0,1.0,
maddy-siegrist,Maddy Siegrist,W,2.0,,7.0,0.333,3.0,1.0,0.455,11.0,5.0,2.0,1.0,4.0,4.0,25.95,4.0,-7.0,15.0,11.0,1.0,
maria-kliundikova,Maria Kliundikova,,,1.0,1.0,,,,,,,2.0,0.5,2.0,1.0,3.283333333333333,1.0,-1.0,1.0,2.0,,
myisha-hines-allen,Myisha Hines-Allen,,1.0,,5.0,,,,0.333,3.0,1.0,2.0,1.0,2.0,2.0,16.966666666666665,,-10.0,4.0,5.0,,2.0
nalyssa-smith,NaLyssa Smith,,,,3.0,,1.0,,0.2,5.0,1.0,1.0,0.5,2.0,1.0,15.833333333333334,,4.0,3.0,3.0,,1.0
napheesa-collier,Napheesa Collier,F,4.0,3.0,9.0,0.5,6.0,3.0,0.526,19.0,10.0,3.0,1.0,5.0,5.0,36.71666666666667,1.0,17.0,28.0,10.0,3.0,1.0
natisha-hiedeman,Natisha Hiedeman,G,1.0,1.0,2.0,0.25,4.0,1.0,0.5,8.0,4.0,4.0,,,,20.4,,-1.0,9.0,2.0,1.0,1.0
