player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
jingtao-xu,Jingtao Xu,,1.0,1.0,0.0,10.0,5.0
lukas-klima,Lukas Klima,,0.0,1.0,1.0,5.0,10.0
lukas-klipa,Lukas Klipa,,0.0,1.0,1.0,5.0,10.0
marek-cernovsky,Marek Cernovsky,,0.0,1.0,1.0,5.0,10.0
martin-jurik,Martin Jurik,,0.0,1.0,1.0,5.0,10.0
radek-bohac,Radek Bohac,,0.0,1.0,1.0,5.0,10.0
xiaoming-xu,Xiaoming Xu,,1.0,1.0,0.0,10.0,5.0
xueqing-fei,Xueqing Fei,,1.0,1.0,0.0,10.0,5.0
zhenhao-wang,Zhenhao Wang,,1.0,1.0,0.0,10.0,5.0
zhichao-li,Zhichao Li,,1.0,1.0,0.0,10.0,5.0
