player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alanna-smith,Alanna Smith,F,4.0,1.0,9.0,0.167,6.0,1.0,0.357,14.0,5.0,2.0,,,,26.216666666666665,3.0,28.0,11.0,12.0,1.0,2.0
brianna-turner,Brianna Turner,,3.0,2.0,4.0,,,,,2.0,,,,,,29.066666666666666,1.0,-2.0,,5.0,1.0,4.0
bridget-carleton,Bridget Carleton,,2.0,,2.0,0.333,3.0,1.0,0.25,4.0,1.0,1.0,,,,28.5,,6.0,3.0,2.0,2.0,1.0
cecilia-zandalasini,Cecilia Zandalasini,,3.0,,,0.25,4.0,1.0,0.429,7.0,3.0,2.0,,,,12.916666666666666,,-12.0,7.0,,1.0,
chennedy-carter,Chennedy Carter,,5.0,,5.0,,4.0,,0.318,22.0,7.0,2.0,0.6,5.0,3.0,32.75,1.0,-3.0,17.0,6.0,1.0,1.0
courtney-williams,Courtney Williams,G,10.0,,3.0,,2.0,,0.7,10.0,7.0,1.0,,,,27.183333333333334,,33.0,14.0,3.0,1.0,2.0
dana-evans,Dana Evans,G,2.0,,1.0,0.333,3.0,1.0,0.333,3.0,1.0,2.0,,,,12.083333333333334,,-13.0,3.0,1.0,,1.0
diamond-miller,Diamond Miller,,,,1.0,,1.0,,,2.0,,,,,,2.3833333333333333,,-2.0,,1.0,,
dorka-juhasz,Dorka JuhÃ¡sz,,2.0,,2.0,,,,1.0,1.0,1.0,,0.5,2.0,1.0,10.283333333333333,1.0,-1.0,3.0,3.0,,
isabelle-harrison,Isabelle Harrison,,1.0,,2.0,,,,0.25,4.0,1.0,3.0,,,,13.6,1.0,-19.0,2.0,3.0,,
kaela-davis,Kaela Davis,,,,,,,,,,,,,,,1.7666666666666666,,3.0,,,,
kamilla-cardoso,Kamilla Cardoso,,,3.0,5.0,,,,0.462,13.0,6.0,,0.667,6.0,4.0,37.333333333333336,5.0,-13.0,16.0,10.0,,1.0
kayla-mcbride,Kayla McBride,,2.0,,2.0,0.333,3.0,1.0,0.25,4.0,1.0,1.0,1.0,6.0,6.0,27.65,,29.0,9.0,2.0,1.0,
lindsay-allen,Lindsay Allen,,5.0,,4.0,0.5,2.0,1.0,0.571,7.0,4.0,1.0,0.5,2.0,1.0,27.916666666666668,,-4.0,10.0,4.0,,3.0
michaela-onyenwere,Michaela Onyenwere,,1.0,1.0,4.0,,3.0,,0.273,11.0,3.0,2.0,1.0,2.0,2.0,31.333333333333332,1.0,-10.0,8.0,5.0,2.0,2.0
moriah-jefferson,Moriah Jefferson,,,,,,,,,,,1.0,,,,1.1666666666666667,,-7.0,,,,
myisha-hines-allen,Myisha Hines-Allen,,1.0,1.0,4.0,1.0,1.0,1.0,0.714,7.0,5.0,1.0,,,,18.4,2.0,-1.0,11.0,6.0,,2.0
napheesa-collier,Napheesa Collier,F,1.0,2.0,7.0,0.5,4.0,2.0,0.4,20.0,8.0,4.0,1.0,2.0,2.0,33.65,1.0,21.0,20.0,8.0,2.0,2.0
natisha-hiedeman,Natisha Hiedeman,G,,,2.0,0.5,2.0,1.0,0.5,4.0,2.0,2.0,,,,12.816666666666666,,-16.0,5.0,2.0,,1.0
rachel-banham,Rachel Banham,G,,,,0.4,5.0,2.0,0.5,6.0,3.0,1.0,1.0,2.0,2.0,12.983333333333333,,-17.0,10.0,,,
