player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
christoffer-sundgren,Christoffer Sundgren,,1.0,1.0,0.0,8.0,5.0
jan-hess,Jan Hess,,0.0,1.0,1.0,5.0,8.0
justin-hausherr,Justin Hausherr,,0.0,1.0,1.0,5.0,8.0
marco-hösli,Marco Hösli,,0.0,1.0,1.0,5.0,8.0
niklas-edin,Niklas Edin,,1.0,1.0,0.0,8.0,5.0
oskar-eriksson,Oskar Eriksson,,1.0,1.0,0.0,8.0,5.0
philipp-hösli,Philipp Hösli,,0.0,1.0,1.0,5.0,8.0
rasmus-wranå,Rasmus Wranå,,1.0,1.0,0.0,8.0,5.0
simon-gloor,Simon Gloor,,0.0,1.0,1.0,5.0,8.0
simon-olofsson,Simon Olofsson,,1.0,1.0,0.0,8.0,5.0
