player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
dan-rose,Dan Rose,,1.0,1.0,0.0,7.0,4.0
geir-arne-skogstad,Geir Arne Skogstad,,0.0,1.0,1.0,4.0,7.0
ingrid-djupskaas,Ingrid Djupskaas,,0.0,1.0,1.0,4.0,7.0
jostein-stordahl,Jostein Stordahl,,0.0,1.0,1.0,4.0,7.0
katie-verderber,Katie Verderber,,1.0,1.0,0.0,7.0,4.0
matt-thums,Matt Thums,,1.0,1.0,0.0,7.0,4.0
mia-sveberg,Mia Sveberg,,0.0,1.0,1.0,4.0,7.0
ole-fredrik-syversen,Ole Fredrik Syversen,,0.0,1.0,1.0,4.0,7.0
oyuna-uranchimeg,Oyuna Uranchimeg,,1.0,1.0,0.0,7.0,4.0
sean-oneill,Sean O'Neill,,1.0,1.0,0.0,7.0,4.0
