player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aleki-tapa,Aleki Tapa,OL,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,8.0,,36.0,5.0,93.0,,,,,,4.1,11.0,8.0,0.0,33.0,,,,,,,,
ben-pister,Ben Pister,DL,0.0,,,,,,,,,,,,,,,2.0,,,,,,,14.0,16.0,0.0,28.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
ben-woodard,Ben Woodard,,0.0,,,1.0,0.0,0.0,,,,,,,,,,,5.0,45.0,0.0,0.0,360.0,8.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,7.0,5.0
caleb-lowery-refused-to-report,Caleb Lowery (Refused to Report),WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,
carver-shamelle-dumas,Carver Shamelle Dumas,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,3.0,1.0,0.0,,
daequan-richie,Daequan Richie,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,2.0,20.0,2.0,,,,,,,,,,,,,
davonte-brown,Davonte Brown,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
deshayvion-mcrath,De'Shayvion Mcrath,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
everitt-cunningham,Everitt Cunningham,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,8.0,3.0,22.0,4.0,,,,,,,,,,,,,
jarome-johnson,Ja\'Rome Johnson,QB,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,16.0,9.0,,41.0,3.0,129.0,,,,,,5.0,15.0,5.0,0.0,25.0,,,,,,,,
jack-robinson,Jack Robinson,DL,,,,2.0,38.0,1.0,,,,,,,,,,,5.0,40.0,0.0,0.0,320.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0
james-summers,James Summers,QB/WR/LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
jaylin-clark-mcnatte,Jaylin Clark-Mcnatte,WR,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,
jerry-harris-jr,Jerry Harris Jr.,OL,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
john-williams,John Williams,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.0,0.0,-9.0,1.0,5.3,16.0,16.0,0.0,84.0,,,1.0,1.0,,,,
jordan-barton,Jordan Barton,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,
justin-mcgriff,Justin MCGRIFF,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,16.0,1.0,47.0,4.0,,,,,,,,,,,,,
kaytron-allen,Kaytron Allen,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
levonta-hall,Levonta Hall,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,0.0,36.0,1.0,,,,,,,,,,,,,
malik-sonnier,Malik Sonnier,DB,0.0,1.0,1.0,,,,,,,1.0,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
monalo-caldwell,Monalo Caldwell,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,2.0,2.0,1.0,0.0,,
noah-barrett,Noah Barrett,,1.0,1.0,0.0,,,,,,,,,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
que-baker---mccaulay,Que Baker - McCaulay,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,0.0,4.0,,,1.0,1.0,,,,
ralph-green,Ralph Green,DL,0.0,1.0,0.0,,,,,,,,,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,0.0,,
sam-moala,Sam Moala,LB,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,4.0,0.0,20.0,,,1.0,1.0,1.0,0.0,,
stacey-wilkins,Stacey Wilkins,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
td-ayo-durojaiye,TD Ayo-Durojaiye,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,16.0,8.0,3.0,35.0,,,2.0,2.0,,,,
tabyus-taylor,Tabyus Taylor,RB,0.0,1.0,0.0,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,7.0,,,,
terrell-brown,Terrell Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,41.0,1.0,71.0,2.0,,,,,,,,,,,,,
traveon-samuel,Traveon Samuel,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,1.0,20.0,2.0,,,,,,,,,,,,,
vincent-espinoza,Vincent Espinoza,QB,0.0,1.0,0.0,,,,,,,,,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,0.0,,
warren-newman-iii,Warren Newman III,,,,,,,,,,,,,,,,,5.0,,,,,,,31.2,50.0,2.0,156.0,,,,,,,,,,,,0.3,5.0,3.0,0.0,1.0,,,,,,,,
