player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
d-klein,D Klein,,,,,,,,24.0,0.0,0.0,26.0,1.0,1.0,,1.0
da-blignaut,DA Blignaut,,,,,,,,6.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0
dc-smith,DC Smith,,23.0,4.0,0.0,1.0,35.0,1.0,17.0,0.0,0.0,36.0,0.0,1.0,,1.0
fayaz-khan,Fayaz Khan,,,,,,,,18.0,0.0,0.0,19.0,1.0,0.0,,1.0
gr-russ,GR Russ,,3.0,0.0,1.0,10.0,5.0,0.0,,,,,,,,1.0
ghulam-ahmadi,Ghulam Ahmadi,,,,,,,,24.0,1.0,0.0,33.0,0.0,0.0,,1.0
her-tyler,HER Tyler,,29.0,2.0,0.0,2.0,23.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,,1.0
huzaifa-mohammed,Huzaifa Mohammed,,21.0,0.0,1.0,7.0,11.0,0.0,24.0,0.0,0.0,21.0,1.0,0.0,,1.0
j-alegra,J Alegra,,14.0,0.0,0.0,5.0,6.0,0.0,,,,,,,,1.0
j-broad,J Broad,,33.0,6.0,1.0,1.0,50.0,1.0,,,,,,,,1.0
j-hill,J Hill,,3.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,1.0
m-podosky,M Podosky,,15.0,2.0,0.0,8.0,20.0,1.0,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
mj-richardson,MJ Richardson,,42.0,4.0,1.0,3.0,59.0,2.0,,,,,,,2.0,1.0
mp-biddappa,MP Biddappa,,8.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
muslim-yar,Muslim Yar,,,,,,,,24.0,0.0,0.0,14.0,1.0,1.0,,1.0
r-goodwin,R Goodwin,,3.0,0.0,0.0,9.0,0.0,0.0,,,,,,,,1.0
s-mohan,S Mohan,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
sve-bharathi,SVE Bharathi,,,,,,,,24.0,0.0,0.0,6.0,4.0,1.0,,1.0
talha-khan,Talha Khan,,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
