player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
au-rashid,AU Rashid,,,,,,,,12.0,0.0,0.0,26.0,0.0,0.0,1.0
cj-jordan,CJ Jordan,,,,,,,,12.0,0.0,0.0,24.0,0.0,0.0,1.0
hg-munsey,HG Munsey,,31.0,4.0,1.0,1.0,41.0,2.0,,,,,,,1.0
jc-archer,JC Archer,,,,,,,,12.0,0.0,0.0,12.0,0.0,0.0,1.0
ma-jones,MA Jones,,30.0,4.0,1.0,2.0,45.0,2.0,,,,,,,1.0
ma-wood,MA Wood,,,,,,,,12.0,0.0,1.0,11.0,0.0,1.0,1.0
mm-ali,MM Ali,,,,,,,,12.0,0.0,0.0,15.0,0.0,0.0,1.0
