player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-zimunu,A Zimunu,,,,,,,,12.0,0.0,0.0,10.0,0.0,1.0,,1.0
aminata-kamara,Aminata Kamara,,8.0,0.0,0.0,6.0,1.0,0.0,18.0,0.0,0.0,16.0,0.0,2.0,,1.0
c-bull,C Bull,,34.0,3.0,0.0,3.0,26.0,0.0,12.0,0.0,0.0,26.0,0.0,1.0,,1.0
ct-dhururu,CT Dhururu,,,,,,,,,,,,,,2.0,1.0
emma-kamara,Emma Kamara,,10.0,1.0,0.0,1.0,9.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,,1.0
f-chipare,F Chipare,,,,,,,,18.0,0.0,0.0,14.0,1.0,3.0,,1.0
f-conteh,F Conteh,,3.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
f-pessima,F Pessima,,13.0,0.0,1.0,8.0,3.0,0.0,,,,,,,,1.0
h-sawaneh,H Sawaneh,,5.0,1.0,0.0,10.0,5.0,0.0,,,,,,,,1.0
h-sawanneh,H Sawanneh,,6.0,0.0,1.0,11.0,4.0,0.0,,,,,,,,1.0
j-nkomo,J Nkomo,,,,,,,,24.0,0.0,0.0,27.0,3.0,6.0,,1.0
k-ndlovu,K Ndlovu,,32.0,5.0,1.0,2.0,39.0,0.0,,,,,,,,1.0
l-bull,L Bull,,10.0,1.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,,1.0
l-mabhero,L Mabhero,,,,,,,,24.0,0.0,0.0,17.0,1.0,0.0,,1.0
l-tshuma,L Tshuma,,,,,,,,20.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0
m-mupachikwa,M Mupachikwa,,40.0,7.0,1.0,1.0,51.0,0.0,,,,,,,,1.0
m-turay,M Turay,,13.0,0.0,0.0,4.0,7.0,0.0,,,,,,,,1.0
n-gwanzura,N Gwanzura,,,,,,,,24.0,0.0,0.0,14.0,2.0,0.0,,1.0
p-pratt,P Pratt,,5.0,1.0,0.0,9.0,6.0,0.0,,,,,,,,1.0
z-kamara,Z Kamara,,15.0,0.0,0.0,7.0,8.0,0.0,24.0,1.0,0.0,23.0,0.0,0.0,,1.0
