player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
b-fernando,B Fernando,,,,,,,,24.0,1.0,0.0,22.0,4.0,1.0,,1.0
cbrls-kumara,CBRLS Kumara,,,,,,,,24.0,0.0,0.0,56.0,2.0,3.0,,1.0
d-madushanka,D Madushanka,,,,,,,,24.0,0.0,0.0,43.0,1.0,2.0,,1.0
dm-de-silva,DM de Silva,,12.0,2.0,0.0,3.0,19.0,1.0,24.0,0.0,0.0,40.0,1.0,2.0,2.0,1.0
jm-cox,JM Cox,,6.0,1.0,0.0,2.0,5.0,0.0,,,,,,,1.0,1.0
kth-ratnayake,KTH Ratnayake,,7.0,1.0,0.0,9.0,7.0,0.0,18.0,0.0,0.0,34.0,0.0,0.0,,1.0
m-theekshana,M Theekshana,,,,,,,,24.0,0.0,0.0,31.0,0.0,1.0,,1.0
madi-hemantha,MADI Hemantha,,3.0,0.0,0.0,8.0,2.0,0.0,24.0,0.0,0.0,44.0,1.0,0.0,,1.0
md-shanaka,MD Shanaka,,23.0,4.0,0.0,5.0,44.0,3.0,6.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0
nltc-perera,NLTC Perera,,6.0,0.0,1.0,6.0,12.0,1.0,,,,,,,,1.0
pbb-rajapaksa,PBB Rajapaksa,,31.0,5.0,0.0,3.0,38.0,0.0,,,,,,,,1.0
pm-liyanagamage,PM Liyanagamage,,1.0,0.0,1.0,10.0,1.0,0.0,24.0,0.0,0.0,55.0,1.0,2.0,,1.0
rs-fernando,RS Fernando,,13.0,1.0,1.0,7.0,19.0,0.0,,,,,,,,1.0
rahmanullah-gurbaz,Rahmanullah Gurbaz,,35.0,7.0,0.0,1.0,73.0,5.0,,,,,,,1.0,1.0
s-daniel,S Daniel,,20.0,5.0,0.0,1.0,29.0,1.0,,,,,,,1.0,1.0
s-lakshan,S Lakshan,,,,,,,,24.0,0.0,0.0,50.0,2.0,3.0,1.0,1.0
s-samarawickrama,S Samarawickrama,,22.0,6.0,1.0,4.0,38.0,0.0,,,,,,,,1.0
shoaib-malik,Shoaib Malik,,15.0,5.0,0.0,5.0,32.0,0.0,,,,,,,2.0,1.0
sikandar-raza,Sikandar Raza,,6.0,1.0,0.0,6.0,8.0,0.0,24.0,0.0,0.0,35.0,0.0,0.0,,1.0
tb-abell,TB Abell,,10.0,1.0,0.0,4.0,12.0,0.0,,,,,,,,1.0
wia-fernando,WIA Fernando,,30.0,6.0,0.0,2.0,54.0,2.0,,,,,,,1.0,1.0
