player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
ac-botha,AC Botha,,19.0,2.0,1.0,4.0,11.0,0.0,,,,,,,1.0
gc-wilson,GC Wilson,,5.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0
pj-ongondo,PJ Ongondo,,,,,,,,24.0,2.0,0.0,7.0,1.0,0.0,1.0
pr-stirling,PR Stirling,,20.0,0.0,1.0,3.0,4.0,0.0,,,,,,,1.0
tm-odoyo,TM Odoyo,,,,,,,,24.0,1.0,0.0,11.0,1.0,0.0,1.0
wts-porterfield,WTS Porterfield,,4.0,0.0,0.0,1.0,3.0,0.0,,,,,,,1.0
