player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
brandon-munoz,Brandon Munoz,DL,2.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
brentley-allen,Brentley Allen,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,13.0,1.0,,,,,,,,,
cameron-alves,Cameron Alves,WR,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,0.0,11.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
carlos-vazquez,Carlos Vazquez,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chase-contreraz,Chase Contreraz,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-perry,Chris Perry,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
david-ross,David Ross,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,37.0,2.0,1.0,5.0,8.0,0.0,1.0,11.0,,,
deshayvion-mcrath,De'Shayvion Mcrath,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5.0
dequan-dudley,DeQuan  Dudley,WR,,,,,,,,,,,,,,6.0,,,,17.0,26.0,0.0,105.0,,,,,,,,,,,,16.0,35.0,1.0,3.0,95.0,6.0,-4.0,0.0,1.0,0.0,0.0,-4.0,,,
demarius-washington,Demarius Washington,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0,0.0,2.0,76.0,6.0,,,,,,,,,
evan-dimaggio,Evan DiMaggio,LB,4.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.0,6.0
jaden-sutton,Jaden Sutton,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,12.0,0.0,1.0,52.0,0.0,0.0,1.0
james-summers,James Summers,QB,,727.0,,,,,,,,,,,1.0,,,,,,,,,22.0,16.0,6.0,0.0,14.0,124.0,3.0,3.0,136.0,217.0,14.0,,,,,,,4.0,9.0,8.0,0.0,0.0,28.0,,,
jaylen-perkins,Jaylen Perkins,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
jaylen-pickle,Jaylen Pickle,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
jayshawn-washington,Jayshawn Washington,DL,4.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
jelani-baker,Jelani Baker,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,2.0,,,,,,,,,
joenez-coleman,Joenez Coleman,OL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
