player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
anthony-lanier-ii,Anthony Lanier II,DB/DL,,,,,,,,,,,,,,1.0
brad-cowan,Brad Cowan,LB,,,,,,,,0.0,0.0,0.0,,,,
branden-dozier,Branden Dozier,DB,,,,,,,,,,,,,,2.0
brett-lauther,Brett LAUTHER,K,1.0,76.0,,,,,,,,,,,,
cgy-dst,CGY DST,DST,,,,1.0,,,29.0,,,,,,3.0,
clark-barnes,Clark BARNES,WR,,,,,,,,0.0,4.0,1.0,,,,
colton-hunchak,Colton Hunchak,WR,,,,,,,,0.0,0.0,0.0,,,,
dedrick-mills,Dedrick MILLS,RB,,,,,,,,0.0,14.0,2.0,0.0,74.0,,
jake-maier,Jake Maier,QB,,,3.0,,1.0,288.0,,,,,1.0,17.0,,
jake-wieneke,Jake Wieneke,WR,,,,,,,,0.0,27.0,4.0,,,,
jamal-morrow,Jamal Morrow,RB,,,,,,,,0.0,6.0,2.0,0.0,133.0,,
james-vaughters,James VAUGHTERS,DB/DL,,,,,,,,,,,,,1.0,1.0
kendall-watson,Kendall Watson,WR,,,,,,,,0.0,31.0,3.0,,,,
larry-dean,Larry Dean,LB,,,,1.0,,,,,,,,,,9.0
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,0.0,58.0,3.0,,,,
malik-henry,Malik Henry,WR,,,,,,,,1.0,92.0,4.0,,,,
micah-awe,Micah AWE,LB,,,,,,,,,,,,,,11.0
rene-paredes,René PAREDES,K,2.0,169.0,,,,,,,,,,,,
rolan-milligan,Rolan MILLIGAN,DB,,,,1.0,,,,,,,,,,5.0
ssk-dst,SSK DST,DST,,,,3.0,,,26.0,,,,,,0.0,
ssk-k,SSK K,K,,58.0,,,,,,,,,,,,
samuel-emilus,Samuel Emilus,WR,,,,,,,,0.0,57.0,3.0,,,,
shawn-bane-jr,Shawn Bane Jr.,WR,,,,,,,,,77.0,3.0,,5.0,,
shea-patterson,Shea Patterson,QB,,,,,,,,,,,2.0,2.0,,
tevin-jones,Tevin JONES,WR,,,,,,,,1.0,75.0,5.0,,,,
tommy-stevens,Tommy STEVENS,QB,,,0.0,,0.0,3.0,,,,,0.0,28.0,,
tre-odoms-dukes,Tre Odoms-Dukes,WR,,,,,,,,0.0,63.0,4.0,,,,
trevor-harris,Trevor HARRIS,QB,,,1.0,,1.0,275.0,,,,,0.0,21.0,,
william-langlais,William LANGLAIS,RB,,,,,,,,0.0,0.0,0.0,,,,
