player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
denise-dupont,Denise Dupont,,1.0,1.0,0.0,7.0,2.0
fay-henderson,Fay Henderson,,0.0,1.0,1.0,2.0,7.0
jasmin-lander,Jasmin Lander,,1.0,1.0,0.0,7.0,2.0
jennifer-dodds,Jennifer Dodds,,0.0,1.0,1.0,2.0,7.0
madeleine-dupont,Madeleine Dupont,,1.0,1.0,0.0,7.0,2.0
mathilde-halse,Mathilde Halse,,1.0,1.0,0.0,7.0,2.0
my-larsen,My Larsen,,1.0,1.0,0.0,7.0,2.0
rebecca-morrison,Rebecca Morrison,,0.0,1.0,1.0,2.0,7.0
sophie-jackson,Sophie Jackson,,0.0,1.0,1.0,2.0,7.0
sophie-sinclair,Sophie Sinclair,,0.0,1.0,1.0,2.0,7.0
