player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
alexis-rosario,Alexis Rosario,RB/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,0.0,13.0,3.0,6.0,8.0,4.0,0.0,0.0,22.0,,,
andre-thomas-cobb,Andre Thomas-Cobb,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,0.0,0.0,13.0,2.0,,,,,,,,,
bizzet-woodley,Bizzet Woodley,WR,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,9.0,15.0,1.0,2.0,55.0,6.0,,,,,,,0.0,0.0,1.0
brean-michel,Brean Michel,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,23.0,0.0,1.0,59.0,5.0,4.0,9.0,9.0,0.0,1.0,32.0,,,
brian-robinson,Brian Robinson,RB/WR,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0
carver-shamelle-dumas,Carver Shamelle Dumas,LB,7.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
chris-elmore,Chris  Elmore,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,4.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0
cory-henry,Cory Henry,DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
dawandrick-crockett,Dawandrick Crockett,DB,0.0,,1.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0
deonte-rarrick,Deonte Rarrick,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,17.0,32.0,0.0,0.0,34.0,2.0,,,,,,,0.0,0.0,0.0
