player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
brandon-munoz,Brandon Munoz,DL,,2.0,,
daniel-byse,DANIEL BYSE,RB,,,2.0,
ed-smith-jr,Ed Smith Jr.,WR,3.0,,,
jayvon-johnson,Jayvon Johnson,LB,,,1.0,
rashad-perkins,Rashad Perkins,OL,,,,1.0
treden-davis-reed,Treden Davis-Reed,LB,,,1.0,
xavier-powell,Xavier Powell,QB,,2.0,,
