player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aidan-lopez-escarez,Aidan Lopez-Escarez,P,,,20.0,19.0,,,,,,22.0,3.0,158.0,72.0
ben-ashton,Ben Ashton,P,1.0,,,,,1.0,,,,,,,
braden-eberhard,Braden Eberhard,P,2.0,1.0,7.0,8.0,,1.0,1.0,,,8.0,,88.0,24.0
chad-yorgason,Chad Yorgason,P,,,,,,1.0,,1.0,1.0,,1.0,,
devon-terry,Devon Terry,P,1.0,1.0,,,,,,,,,,,
dominic-jacobs,Dominic Jacobs,P,,,3.0,1.0,,1.0,,,,2.0,1.0,24.0,5.0
emmet-shipway,Emmet Shipway,P,1.0,,8.0,6.0,,,,,2.0,8.0,1.0,41.0,48.0
eugene-lheureux,Eugene L\'Heureux,P,,1.0,,,,1.0,2.0,2.0,,,,,
everett-saunders,Everett Saunders,P,,,,,1.0,1.0,,,,,,,
garrett-martin,Garrett Martin,P,5.0,,37.0,35.0,1.0,,3.0,1.0,,38.0,2.0,237.0,220.0
grant-lindsley,Grant Lindsley,P,,,,,,1.0,,2.0,,,1.0,,
isaac-tan,Isaac Tan,P,,1.0,6.0,4.0,,1.0,,,,5.0,1.0,35.0,17.0
jace-duennebeil,Jace Duennebeil,P,,1.0,,,1.0,,,,,,,,
jack-brown,Jack Brown,P,,,9.0,5.0,,4.0,2.0,,,5.0,,53.0,4.0
jacob-miller,Jacob Miller,P,,,,,,,,1.0,,,,,
jacob-shoyer,Jacob Shoyer,P,,,11.0,8.0,,3.0,,,,8.0,,144.0,52.0
jamie-kauffman,Jamie Kauffman,P,2.0,,9.0,8.0,1.0,,,,,9.0,1.0,66.0,54.0
jensen-wells,Jensen Wells,P,,,,,,1.0,,,,,,,
jonny-hoffman,Jonny Hoffman,P,,,,,,2.0,,,,,,,
jordan-kerr,Jordan Kerr,P,,1.0,,,,,,,,,,,
jordan-smith,Jordan Smith,P,,,13.0,14.0,,,2.0,,,14.0,,16.0,55.0
kenny-lane-iii,Kenny Lane III,P,2.0,,30.0,35.0,2.0,1.0,3.0,,,37.0,1.0,98.0,216.0
khalif-el-salaam,Khalif El-Salaam,P,1.0,1.0,27.0,28.0,1.0,,2.0,,14.0,28.0,,73.0,158.0
louie-bertoncin,Louie Bertoncin,P,,1.0,8.0,13.0,,,,,,13.0,,16.0,96.0
luke-yorgason,Luke Yorgason,P,,,,,,,1.0,,,,,,
marc-munoz,Marc Munoz,P,3.0,,43.0,51.0,1.0,3.0,4.0,3.0,,52.0,,271.0,354.0
nate-wipfler,Nate Wipfler,P,,1.0,1.0,2.0,1.0,,,,,2.0,,12.0,-3.0
nathan-huff,Nathan Huff,P,,,,,,,1.0,,,,,,
parker-howard,Parker Howard,P,,,3.0,3.0,,,,,1.0,4.0,1.0,37.0,26.0
peter-geertz-larson,Peter Geertz-Larson,P,,,2.0,1.0,,,,,,2.0,,22.0,14.0
sean-connole,Sean Connole,P,,,,,1.0,,,,,,,,
tarik-akyuz,Tarik Akyuz,P,,1.0,7.0,4.0,,2.0,,,1.0,5.0,1.0,64.0,21.0
tommy-lin,Tommy Lin,P,2.0,,18.0,22.0,,,1.0,,,22.0,,55.0,118.0
tony-goss,Tony Goss,P,,1.0,14.0,14.0,,1.0,1.0,,,15.0,1.0,29.0,50.0
zach-burnside,Zach Burnside,P,,,,,,,1.0,,,,,,
zeppelin-raunig,Zeppelin Raunig,P,3.0,1.0,21.0,17.0,,3.0,,,,18.0,,259.0,134.0
