player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
bizzet-woodley,Bizzet Woodley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,1.0,40.0,4.0,13.0,13.0,1.0,0.0,13.0,,,,,,,,
byron-cooper,Byron Cooper,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
caleb-shudak,Caleb  Shudak,K,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
deanthony-hall-steele,Deanthony  Hall-Steele,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8.0,0.0,16.0,3.0,4.9,12.0,13.0,1.0,64.0,,,1.0,1.0,,,,
demario-mays,Demario Mays,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,0.0,,
demry-croft,Demry Croft,QB,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,9.0,0.0,9.0,,,,,,,11.6,22.0,0.0,58.0,5.0,-0.3,3.0,4.0,0.0,-1.0,,,,,,,,
donnell-brown,Donnell Brown,,1.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
eric-thomas-jr,Eric Thomas Jr.,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
evan-lewandowski,Evan Lewandowski,QB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,0.5,0.0,,
horatio-smith,Horatio Smith,WR,1.0,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,18.0,9.0,,17.0,2.0,88.0,,,,,,1.0,7.0,3.0,0.0,3.0,,,0.0,1.0,,,,
isaiah-hall,Isaiah Hall,DB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7.0,3.0,,20.0,0.0,38.0,,,,,,3.0,11.0,4.0,0.0,12.0,,,,,,,,
james-riddle,James Riddle,LB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,20.0,0.0,20.0,12.0,12.0,0.0,12.0,1.0,4.0,4.0,1.0,0.0,4.0,,,,,,,,
jamon-langford,Jamon Langford,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
jaylin-clark-mcnatte,Jaylin Clark-Mcnatte,WR,2.0,,,,,,,,,,,,,,,1.0,,,,,,,-14.0,0.0,0.0,-14.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
jayshawn-washington,Jayshawn Washington,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,,
jazeric-peterson,Jazeric Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0,20.0,1.0,-2.0,1.0,2.0,1.0,-4.0,,,,,,,,
jeff-mack-ii,Jeff Mack II,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,1.0,0.0,6.0,,,,,,,,
josue-hernandez,Josue Hernandez,K,,,,2.0,19.0,1.0,,,,,,,,,,,5.0,49.6,0.0,2.0,248.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
kobe-gatson,Kobe Gatson,QB,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,7.0,3.0,,22.0,0.0,27.0,,,,,,-0.8,2.0,4.0,0.0,-3.0,,,0.0,1.0,,,,
