player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
korrell-koehlmoos,Korrell Koehlmoos,WR,,,,,,,,,,,,,,,,1.0,,,,,,,19.0,19.0,0.0,19.0,,,,,,,12.7,19.0,1.0,38.0,3.0,3.0,3.0,1.0,1.0,3.0,,,,,,,,
lagrant-pegram-jr,LaGrant Pegram Jr.,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
lorenzo-brown,Lorenzo Brown,QB,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6.0,5.0,,19.0,1.0,49.0,,,,,,4.3,5.0,3.0,0.0,13.0,,,0.0,1.0,,,,
marvin-taylor,Marvin Taylor,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,1.0,0.0,-1.0,,,2.0,3.0,,,,
nathan-rosario-santos,Nathan Rosario Santos,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
nolan-krinsky,Nolan Krinsky,,,,,,,,,,,,,,,,,,1.0,35.0,0.0,1.0,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
rashad-ridley,Rashad Ridley,WR,2.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
rashaud-powell,Rashaud Powell,DL,2.0,1.0,1.0,,,,,,,,,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,
ravonte-blowe,Ravonte Blowe,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
ryan-nixon,Ryan Nixon,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,1.0,,,,
sam-hammond,Sam Hammond,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,0.0,17.0,1.0,,,,,,,,0.0,1.0,,,,
sterling-galban,Sterling Galban,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
steven-adair,Steven Adair,,6.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,9.0,0.5,0.0,,
steven-newbold,Steven Newbold,,,,,,,,,,,,,,,,,1.0,,,,,,,-5.0,0.0,0.0,-5.0,,,,,,,4.0,5.0,1.0,8.0,2.0,,,,,,,,,,,,,
tirri-jones,Tirri Jones,QB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,3.0,6.0,2.5,0.0,,
travion-mosby,Travion Mosby,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,0.0,13.0,1.0,10.0,10.0,1.0,0.0,10.0,,,0.0,1.0,,,,
troy-evans-jr,Troy Evans Jr.,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
wesley-jones,Wesley Jones,QB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
william-langford,William Langford,WR,,,,1.0,18.0,1.0,,,,,,,,,,,3.0,32.0,0.0,0.0,64.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
