player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
ben-hebert,Ben Hebert,,0.0,1.0,1.0,3.0,6.0
brad-jacobs,Brad Jacobs,,0.0,1.0,1.0,3.0,6.0
brett-gallant,Brett Gallant,,0.0,1.0,1.0,3.0,6.0
jingtao-xu,Jingtao Xu,,1.0,1.0,0.0,6.0,3.0
marc-kennedy,Marc Kennedy,,0.0,1.0,1.0,3.0,6.0
tyler-tardi,Tyler Tardi,,0.0,1.0,1.0,3.0,6.0
xiaoming-xu,Xiaoming Xu,,1.0,1.0,0.0,6.0,3.0
xueqing-fei,Xueqing Fei,,1.0,1.0,0.0,6.0,3.0
zhenhao-wang,Zhenhao Wang,,1.0,1.0,0.0,6.0,3.0
zhichao-li,Zhichao Li,,1.0,1.0,0.0,6.0,3.0
