player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
berdale-robins,BerDale Robins,DB,0.0,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
chris-fitzgerald,Chris Fitzgerald,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
cornel-jones,Cornel Jones,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0
daniel-williams-iii,Daniel Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,0.0,0.0,1.0,34.0,6.0,,,,,,,,,,
dejon-walden,Dejon Walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
derrick-jones,Derrick Jones,CB/DB,4.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0
derrick-maxwell-jr,Derrick Maxwell Jr,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,0.0,0.0,11.0,2.0,,5.0,19.0,0.0,8.0,0.0,1.0,40.0,,
isaiah-mcfarland,Isaiah McFarland,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
jairus-grissom,Jairus Grissom,QB,,,,,,,,,,,,,,,1.0,,,,,26.0,0.0,26.0,,,,,,,,,,,9.0,16.0,0.0,0.0,2.0,72.0,8.0,0.0,,,,,,,,,
jaquan-artis,Jaquan Artis,DL/LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
jarvai-flowers,Jarvai Flowers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,36.0,0.0,0.0,1.0,43.0,2.0,,,,,,,,,,
jordan-gandy,Jordan Gandy,WR,2.0,,2.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,0.0,4.0
kendyl-williams,Kendyl Williams,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13.0,30.0,0.0,0.0,3.0,121.0,9.0,,,,,,,,,0.0,1.0
khai-west,Khai West,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
kyle-kaplan,Kyle Kaplan,K,,,,,,,,2.0,40.0,1.0,2.0,,,,,1.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malik-henry,Malik Henry,WR,,475.0,,,,,,,,,,,,2.0,,,,,,,,,40.0,19.0,36.0,9.0,0.0,79.0,0.0,6.0,175.0,0.0,,,,,,,,,,,,,,,,,
malik-honeycutt,Malik Honeycutt,WR,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,,14.0,0.0,44.0,,,,,,,,,,,21.0,41.0,0.0,0.0,2.0,106.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
malik-mcdowell,Malik Mcdowell,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
michael-white,Michael White,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
omari-alexander,Omari Alexander,,4.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,4.0
oscar-roden,Oscar Roden,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,2.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
