player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
antonio-hill,Antonio Hill,DB,2.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,1.0,,,,16.0,16.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
bemnet-morgan,Bemnet Morgan,DB,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
brandon-scott,Brandon Scott,DB,0.0,,2.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
caleb-lowery-refused-to-report,Caleb Lowery (Refused to Report),WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,10.0,0.0,1.0,31.0,,,
calvin-lowe,Calvin Lowe,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,0.0,0.0,19.0,2.0,,,,,,,,,
cam-hale-ii,Cam Hale II,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,4.0,0.0,0.0,11.0,,,
charles-reid,Charles Reid,DB,0.0,,0.0,0.0,3.0,0.0,,,,,0.0,0.0,,1.0,,,,24.0,24.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
damon-stokes,Damon Stokes,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,0.0,0.0,36.0,4.0,,,,,,,,,
david-brown-jr,David Brown Jr.,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,,,,,,,0.0,0.0,0.0
dominique-shoffner,Dominique Shoffner,QB,,435.0,,,,,,,,,,,3.0,,,,,,,,,23.0,10.0,13.0,16.0,8.0,13.0,1.0,0.0,0.0,80.0,1.0,,,,,,,4.0,8.0,13.0,0.0,2.0,47.0,,,
everitt-cunningham,Everitt Cunningham,DL,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
gibson-ziah,Gibson Ziah,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,6.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0
giovanni-sanders,Giovanni Sanders,QB,,333.0,,,,,,,,,,,1.0,,,,,,,,,12.0,4.0,8.0,29.0,13.0,40.0,2.0,1.0,83.0,50.0,10.0,,,,,,,7.0,13.0,4.0,0.0,0.0,27.0,,,
