player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
albert-curran-iv,Albert Curran IV,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
anthony-lamar-dixon,Anthony Lamar Dixon,DB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
bryce-holliday,Bryce Holliday,QB,,500.0,,,,,,,,,,,0.0,,,,,,,,,4.0,2.0,2.0,12.0,9.0,63.0,0.0,0.0,0.0,18.0,0.0,,,,,,,2.0,5.0,4.0,0.0,0.0,7.0,,,
caleb-shudak,Caleb  Shudak,K,,,,,,,2.0,0.0,0.0,0.0,,,,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cameron-mccauley,Cameron McCauley,DB,0.0,,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
dnerius-antoine,D'Nerius Antoine,WR,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,22.0,22.0,0.0,22.0,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,4.0,11.0,10.0,0.0,2.0,36.0,0.0,0.0,4.0
darius-meadors,Darius Meadors,RB,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
david-calderon,David  Calderon,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
deanthony-hall-steele,Deanthony  Hall-Steele,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
dioh-desuah-refused-to-report,Dioh Desuah (Refused to Report),DL,2.0,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
eric-thomas-jr,Eric Thomas Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,30.0,0.0,0.0,33.0,2.0,,,,,,,,,
