player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
ante-milanovic-litre,Ante MILANOVIC-LITRE,RB,,,,,,,,0.0,0.0,0.0,0.0,13.0,
david-cote,David Côté,K,19.0,,,0.0,,,,,,,,,
derel-walker,Derel Walker,WR,,,,,,,,0.0,71.0,4.0,,,
dominique-davis,Dominique Davis,QB,,,,,,,,,,,2.0,5.0,
edm-dst,EDM DST,DST,,,2.0,,,,31.0,,,,,,1.0
edm-qb,EDM QB,QB,,0.0,,,0.0,0.0,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,1.0,78.0,6.0,,,
hergy-mayala,Hergy Mayala,WR,,,,,,,,0.0,20.0,3.0,,,
jake-wieneke,Jake Wieneke,WR,,,,,,,,0.0,10.0,1.0,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,0.0,11.0,1.0,0.0,11.0,
kai-locksley,Kai Locksley,QB,,0.0,,,0.0,0.0,,0.0,36.0,4.0,2.0,10.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,0.0,51.0,2.0,,,
mtl-dst,MTL DST,DST,,,1.0,,,,32.0,,,,,,0.0
mtl-qb,MTL QB,QB,,0.0,,,0.0,0.0,,,,,,,
malik-sonnier,Malik Sonnier,DB,,,,,,,,,,,0.0,5.0,
mike-jones,Mike Jones,WR/RB,,,,,,,,0.0,17.0,1.0,,,
reggie-white-jr,Reggie WHITE JR.,WR,,,,,,,,0.0,56.0,4.0,,,
sergio-castillo,Sergio CASTILLO,K,67.0,,,1.0,,,,,,,,,
taylor-cornelius,Taylor Cornelius,QB,,1.0,,,1.0,230.0,,,,,0.0,20.0,
trevor-harris,Trevor HARRIS,QB,,2.0,,,2.0,241.0,,,,,,,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,1.0,6.0,1.0,,,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,0.0,9.0,1.0,0.0,64.0,
