player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_yds,score_p,score_pts,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adarius-bowman,Adarius Bowman,SB/WR,,,,,,,,,,,,,,,,60.0,10.0,15.0,,48.0,185.0,,,,,,,,,,,,,,,,,
almondo-sewell,Almondo Sewell,DB/DT,,,1.0,5.0,5.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrew-harris,Andrew Harris,RB,,,,,,,,,,,,,,,,40.0,5.0,6.0,,87.0,88.0,,,,,,9.0,6.0,22.0,,,,,,,,,
cj-roberts,CJ Roberts,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvin-mccarty,Calvin McCarty,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,
chris-getzlaf,Chris Getzlaf,WR,,,,,,,,,,,,,,,,11.0,3.0,3.0,,13.0,23.0,,,,,,,,,,,,,,,,,
chris-greaves,Chris Greaves,G,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-randle,Chris Randle,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christophe-normand,Christophe Normand,RB/FB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordelius-parks,Cordelius Parks,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cory-watson,Cory Watson,WR,,,,,,,,,,,,,,,,19.0,5.0,6.0,1.0,13.0,48.0,,,,,,,,,1.0,6.0,1.0,,,,,,
darvin-adams,Darvin Adams,WR,,,,1.0,1.0,,,,,,,,,,,24.0,3.0,7.0,,3.0,38.0,,,,,,,,,,,,,,,,,
deion-belue,Deion Belue,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deon-lacey,Deon Lacey,LB,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
derel-walker,Derel Walker,WR,,,,,,,,,,,,,,,,,7.0,10.0,1.0,96.0,154.0,,,,,,,,,1.0,6.0,1.0,,,,,,
drew-willy,Drew Willy,QB,,,,,,,,38.0,25.0,2.0,40.0,19.0,3.0,1.0,299.0,,,,,,,,,,,,3.0,8.0,15.0,,,,,,,,,
eddie-steele,Eddie Steele,DB/DL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
euclid-cummings,Euclid Cummings,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grant-shaw,Grant Shaw,K/P,,,,,,,,,,,,,,,,,,,,,,71.0,3.0,3.0,44.0,199.0,,,,,,,,,,,,
ian-wild,Ian Wild,LB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jc-sherritt,J.C. Sherritt,LB,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
