player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
austin-mckenzie,Austin McKenzie,,1.0,1.0,0.0,7.0,6.0
bongkwang-nam,Bongkwang Nam,,0.0,1.0,1.0,6.0,7.0
graeme-stewart,Graeme Stewart,,1.0,1.0,0.0,7.0,6.0
hugh-nibloe,Hugh Nibloe,,1.0,1.0,0.0,7.0,6.0
huitae-yang,Huitae Yang,,0.0,1.0,1.0,6.0,7.0
hyeonchul-lee,Hyeonchul Lee,,0.0,1.0,1.0,6.0,7.0
jinho-cha,Jinho Cha,,0.0,1.0,1.0,6.0,7.0
karen-aspey,Karen Aspey,,1.0,1.0,0.0,7.0,6.0
min-ja-bang,Min Ja Bang,,0.0,1.0,1.0,6.0,7.0
stewart-pimblett,Stewart Pimblett,,1.0,1.0,0.0,7.0,6.0
