player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
elena-mathis,Elena Mathis,,1.0,1.0,0.0,10.0,3.0
giulia-zardini-lacedelli,Giulia Zardini Lacedelli,,1.0,1.0,0.0,10.0,3.0
jiayi-jiang,Jiayi Jiang,,0.0,1.0,1.0,3.0,10.0
marta-lo-deserto,Marta Lo Deserto,,1.0,1.0,0.0,10.0,3.0
rebecca-mariani,Rebecca Mariani,,1.0,1.0,0.0,10.0,3.0
rui-wang,Rui Wang,,0.0,1.0,1.0,3.0,10.0
stefania-constantini,Stefania Constantini,,1.0,1.0,0.0,10.0,3.0
tingyu-su,Tingyu Su,,0.0,1.0,1.0,3.0,10.0
yu-han,Yu Han,,0.0,1.0,1.0,3.0,10.0
ziqi-dong,Ziqi Dong,,0.0,1.0,1.0,3.0,10.0
