player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
bo-bae-kang,Bo Bae Kang,,0.0,1.0,1.0,5.0,7.0
boyoung-lee,Boyoung Lee,,0.0,1.0,1.0,5.0,7.0
erika-ryberg,Erika Ryberg,,1.0,1.0,0.0,7.0,5.0
maja-roxin,Maja Roxin,,1.0,1.0,0.0,7.0,5.0
moa-dryburgh,Moa Dryburgh,,1.0,1.0,0.0,7.0,5.0
moa-tjärnlund,Moa Tjärnlund,,1.0,1.0,0.0,7.0,5.0
thea-orefjord,Thea Orefjord,,1.0,1.0,0.0,7.0,5.0
yealynn-park,Yealynn Park,,0.0,1.0,1.0,5.0,7.0
you-sun-lee,You Sun Lee,,0.0,1.0,1.0,5.0,7.0
yujeong-shim,Yujeong Shim,,0.0,1.0,1.0,5.0,7.0
