player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-russell,AD Russell,,10.0,2.0,0.0,2.0,15.0,1.0,24.0,0.0,1.0,43.0,1.0,0.0,,1.0
ads-fletcher,ADS Fletcher,,15.0,2.0,0.0,3.0,11.0,0.0,,,,,,,,1.0
ali-khan,Ali Khan,,2.0,0.0,1.0,9.0,1.0,0.0,23.0,0.0,0.0,42.0,0.0,4.0,,1.0
ehsan-adil,Ehsan Adil,,,,,,,,24.0,0.0,0.0,39.0,1.0,1.0,,1.0
gf-linde,GF Linde,,,,,,,,18.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0
jo-holder,JO Holder,,6.0,0.0,0.0,7.0,4.0,0.0,18.0,0.0,0.0,22.0,0.0,1.0,1.0,1.0
ka-pollard,KA Pollard,,6.0,0.0,1.0,4.0,14.0,2.0,18.0,0.0,0.0,15.0,2.0,1.0,,1.0
kunwarjeet-singh,Kunwarjeet Singh,,,,,,,,,,,,,,1.0,1.0
md-patel,MD Patel,,44.0,6.0,0.0,2.0,56.0,1.0,,,,,,,2.0,1.0
mg-bracewell,MG Bracewell,,,,,,,,18.0,0.0,0.0,28.0,0.0,0.0,,1.0
mw-tromp,MW Tromp,,8.0,2.0,0.0,8.0,10.0,0.0,,,,,,,,1.0
n-pooran,N Pooran,,47.0,6.0,1.0,3.0,62.0,2.0,,,,,,,,1.0
np-kenjige,NP Kenjige,,,,,,,,12.0,0.0,0.0,25.0,1.0,1.0,,1.0
q-de-kock,Q de Kock,,12.0,0.0,0.0,1.0,11.0,1.0,,,,,,,,1.0
r-powell,R Powell,,9.0,0.0,0.0,6.0,5.0,0.0,,,,,,,1.0,1.0
r-ugarkar,R Ugarkar,,,,,,,,6.0,0.0,0.0,16.0,0.0,0.0,,1.0
sc-van-schalkwyk,SC van Schalkwyk,,9.0,0.0,1.0,10.0,8.0,0.0,18.0,0.0,0.0,18.0,0.0,1.0,,1.0
se-rutherford,SE Rutherford,,44.0,5.0,0.0,5.0,86.0,6.0,,,,,,,,1.0
sp-narine,SP Narine,,,,,,,,24.0,0.0,1.0,26.0,1.0,0.0,,1.0
saif-badar,Saif Badar,,16.0,0.0,0.0,4.0,7.0,0.0,,,,,,,,1.0
ta-boult,TA Boult,,,,,,,,24.0,0.0,0.0,17.0,4.0,3.0,,1.0
ubt-chand,UBT Chand,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
