player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
allisha-gray,Allisha Gray,G,,,2.0,0.5,2.0,1.0,0.5,10.0,5.0,1.0,,,,32.43333333333333,1.0,-15.0,11.0,3.0,1.0,
arike-ogunbowale,Arike Ogunbowale,W,5.0,,4.0,0.5,4.0,2.0,0.667,12.0,8.0,3.0,0.5,4.0,2.0,33.75,,-18.0,20.0,4.0,1.0,3.0
awak-kuier,Awak Kuier,,,1.0,,,,,,,,,,,,1.65,,-4.0,,,1.0,2.0
beatrice-mompremier,Beatrice Mompremier,,,,1.0,,,,,2.0,,1.0,,,,5.566666666666666,,4.0,,1.0,,
bella-alarie,Bella Alarie,,,1.0,4.0,,,,1.0,2.0,2.0,4.0,1.0,2.0,2.0,18.15,,-3.0,6.0,4.0,1.0,1.0
briann-january,Briann January,,5.0,1.0,,0.5,2.0,1.0,0.8,5.0,4.0,2.0,,,,29.5,1.0,16.0,9.0,1.0,,3.0
brionna-jones,Brionna Jones,,2.0,,4.0,,,,0.667,9.0,6.0,3.0,1.0,4.0,4.0,31.133333333333333,3.0,11.0,16.0,7.0,2.0,2.0
charli-collier,Charli Collier,,,,,,,,,1.0,,,,,,3.65,,-6.0,,,,1.0
chelsea-dungee,Chelsea Dungee,,,,,,,,,,,,,,,0.65,,,,,,
dewanna-bonner,DeWanna Bonner,,2.0,1.0,5.0,0.5,4.0,2.0,0.5,12.0,6.0,1.0,,,,35.2,,16.0,14.0,5.0,4.0,3.0
dijonai-carrington,DiJonai Carrington,,,,,,,,,,,,,,,1.5666666666666667,,3.0,,,,
isabelle-harrison,Isabelle Harrison,,1.0,1.0,5.0,,,,0.333,6.0,2.0,5.0,,,,34.31666666666667,,-17.0,4.0,5.0,1.0,2.0
jasmine-thomas,Jasmine Thomas,,4.0,,1.0,0.5,4.0,2.0,0.417,12.0,5.0,,,,,29.45,1.0,18.0,12.0,2.0,4.0,1.0
jonquel-jones,Jonquel Jones,,4.0,1.0,12.0,,3.0,,0.529,17.0,9.0,2.0,0.5,2.0,1.0,34.65,3.0,14.0,19.0,15.0,1.0,1.0
kaila-charles,Kaila Charles,,2.0,2.0,,,,,0.25,4.0,1.0,,1.0,2.0,2.0,15.8,1.0,15.0,4.0,1.0,,
kayla-thornton,Kayla Thornton,,,,2.0,1.0,1.0,1.0,0.667,3.0,2.0,,,,,22.233333333333334,,-12.0,5.0,2.0,,1.0
marina-mabrey,Marina Mabrey,W,1.0,,3.0,0.25,8.0,2.0,0.25,12.0,3.0,2.0,,,,21.533333333333335,,-17.0,8.0,3.0,,5.0
moriah-jefferson,Moriah Jefferson,,3.0,,,,,,,2.0,,1.0,,,,12.783333333333333,,-9.0,,,1.0,2.0
natisha-hiedeman,Natisha Hiedeman,G,,,2.0,0.5,4.0,2.0,0.4,5.0,2.0,1.0,,,,15.566666666666666,,5.0,6.0,2.0,1.0,1.0
stephanie-jones,Stephanie Jones,,,,,,,,,,,,,,,1.5666666666666667,,3.0,,,,
tyasha-harris,Tyasha Harris,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0,2.0,,,,,18.85,,-4.0,5.0,1.0,,2.0
