player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
aj-finch,AJ Finch,,28.0,2.0,0.0,3.0,37.0,2.0,,,,,,,,1.0
dmk-grant,DMK Grant,,,,,,,,24.0,0.0,0.0,20.0,3.0,0.0,,1.0
fakhar-zaman,Fakhar Zaman,,8.0,0.0,0.0,3.0,3.0,0.0,,,,,,,1.0,1.0
j-clayton,J Clayton,,15.0,3.0,0.0,2.0,15.0,0.0,,,,,,,,1.0
j-seymour,J Seymour,,1.0,0.0,1.0,7.0,3.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,,1.0
jl-pattinson,JL Pattinson,,,,,,,,6.0,0.0,0.0,10.0,0.0,1.0,,1.0
js-lehmann,JS Lehmann,,52.0,8.0,0.0,1.0,65.0,0.0,,,,,,,1.0,1.0
kw-richardson,KW Richardson,,,,,,,,24.0,0.0,0.0,22.0,2.0,0.0,,1.0
ld-pfeffer,LD Pfeffer,,6.0,0.0,0.0,6.0,6.0,0.0,,,,,,,,1.0
mw-harvey,MW Harvey,,2.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0,1.0
mohammad-nabi,Mohammad Nabi,,,,,,,,24.0,0.0,0.0,19.0,2.0,0.0,1.0,1.0
mujeeb-ur-rahman,Mujeeb Ur Rahman,,,,,,,,24.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0
nj-maddinson,NJ Maddinson,,14.0,0.0,1.0,4.0,22.0,2.0,,,,,,,,1.0
rh-mcdonald,RH McDonald,,,,,,,,12.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0
s-mcgiffin,S McGiffin,,11.0,1.0,1.0,7.0,14.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,,1.0
sb-harper,SB Harper,,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,1.0
sd-heazlett,SD Heazlett,,16.0,0.0,0.0,4.0,12.0,1.0,6.0,0.0,0.0,15.0,0.0,0.0,,1.0
se-marsh,SE Marsh,,35.0,6.0,0.0,2.0,57.0,3.0,,,,,,,,1.0
tlw-cooper,TLW Cooper,,7.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,,1.0
w-prestwidge,W Prestwidge,,6.0,0.0,1.0,8.0,2.0,0.0,12.0,0.0,0.0,22.0,0.0,0.0,,1.0
w-sutherland,W Sutherland,,7.0,0.0,0.0,5.0,5.0,0.0,18.0,0.0,1.0,25.0,0.0,1.0,1.0,1.0
z-evans,Z Evans,,,,,,,,18.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0
zahir-khan,Zahir Khan,,,,,,,,24.0,0.0,0.0,21.0,2.0,1.0,,1.0
