player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,6.0,8.0
ben-richardson,Ben Richardson,,0.0,1.0,1.0,6.0,8.0
benjamin-kapp,Benjamin Kapp,,1.0,1.0,0.0,8.0,6.0
daniel-casper,Daniel Casper,,0.0,1.0,1.0,6.0,8.0
felix-messenzehl,Felix Messenzehl,,1.0,1.0,0.0,8.0,6.0
johannes-scheuerl,Johannes Scheuerl,,1.0,1.0,0.0,8.0,6.0
luc-violette,Luc Violette,,0.0,1.0,1.0,6.0,8.0
marc-muskatewitz,Marc Muskatewitz,,1.0,1.0,0.0,8.0,6.0
mario-trevisiol,Mario Trevisiol,,1.0,1.0,0.0,8.0,6.0
rich-ruohonen,Rich Ruohonen,,0.0,1.0,1.0,6.0,8.0
