player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
brandon-munoz,Brandon Munoz,DL,,2.0,,
jayvon-johnson,Jayvon Johnson,LB,,,1.0,
ladon-hudson,Ladon Hudson,LB,,1.0,,
savion-turner,Savion Turner,DL,,,,1.0
shaun-mcgee,Shaun Mcgee,DL,,,1.0,
tracy-brooks,Tracy Brooks,RB,3.0,,,
verlon-reed,Verlon Reed,QB,,,1.0,
zuri-davis,Zuri Davis,WR,4.0,,,
