game_id,date,season,week,league,away,home,extra_point,field_goal_yards
SYNTHETIC_USFL_W3_TB,,,3,USFL,,,0.0,
SYNTHETIC_USFL_W5_TB,,,5,USFL,,,1.0,
SYNTHETIC_USFL_2023_W3_SHOWBOATS,,2023,3,USFL,,,2.0,61.0
