game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,1.0,,6.0,4.0,,,,,,6.0,2.0,106.0,63.0
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,1.0,2.0,16.0,14.0,1.0,3.0,2.0,,,14.0,,120.0,23.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,3.0,2.0,16.0,12.0,,2.0,,,,14.0,1.0,306.0,37.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,1.0,,15.0,10.0,,2.0,4.0,,,13.0,2.0,266.0,100.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,2.0,,12.0,10.0,1.0,1.0,1.0,,,11.0,1.0,80.0,27.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,1.0,,6.0,4.0,,1.0,,,1.0,4.0,,87.0,46.0
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,1.0,1.0,17.0,13.0,1.0,2.0,4.0,1.0,,15.0,1.0,343.0,110.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,,1.0,,1.0,,,,,,1.0,,,-5.0
2024-04-27-SD-SEA,2024-04-27,2024,1,,SD,SEA,2.0,1.0,,,0.0,1.0,,,,,0.0,48.0,31.0
2024-05-03-SEA-OAK,2024-05-03,2024,2,,SEA,OAK,1.0,1.0,,,0.0,1.0,,,,,0.0,107.0,12.0
2024-05-04-SEA-COL,2024-05-04,2024,2,,SEA,COL,0.0,2.0,,,0.0,1.0,,,,,0.0,31.0,-6.0
2024-05-11-OAK-SEA,2024-05-11,2024,3,,OAK,SEA,1.0,0.0,,,0.0,1.0,,,,,0.0,32.0,4.0
2024-05-25-POR-SEA,2024-05-25,2024,5,,POR,SEA,1.0,1.0,,,0.0,2.0,,,,,0.0,87.0,41.0
2024-06-01-SEA-SD,2024-06-01,2024,6,,SEA,SD,0.0,1.0,,,0.0,0.0,,,,,1.0,77.0,38.0
2024-06-02-SEA-LA,2024-06-02,2024,6,,SEA,LA,0.0,1.0,,,0.0,0.0,,,,,0.0,83.0,-5.0
2024-06-07-LA-SEA,2024-06-07,2024,7,,LA,SEA,1.0,1.0,,,0.0,1.0,,,,,0.0,72.0,-8.0
2024-06-15-SEA-POR,2024-06-15,2024,8,,SEA,POR,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-29-COL-SEA,2024-06-29,2024,10,,COL,SEA,3.0,1.0,,,0.0,0.0,,,,,0.0,113.0,50.0
2024-07-19-SEA-SLC,2024-07-19,2024,13,,SEA,SLC,0.0,1.0,,,0.0,4.0,,,,,0.0,154.0,-34.0
2024-07-21-POR-SEA,2024-07-21,2024,13,,POR,SEA,1.0,1.0,,,0.0,2.0,,,,,1.0,142.0,22.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,,OAK,SEA,0.0,2.0,,,0.0,1.0,,,,,0.0,84.0,-12.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,,SEA,OAK,0.0,0.0,,,0.0,0.0,,,,,0.0,30.0,11.0
2025-05-10-SEA-LV,2025-05-10,2025,3,,SEA,LV,0.0,1.0,,,0.0,0.0,,,,,0.0,56.0,36.0
2025-05-17-SEA-ORE,2025-05-17,2025,4,,SEA,ORE,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-05-23-SEA-SLC,2025-05-23,2025,5,,SEA,SLC,1.0,0.0,,,0.0,0.0,,,,,0.0,41.0,10.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,,SEA,OAK,0.0,1.0,,,0.0,0.0,,,,,0.0,-11.0,25.0
2025-05-30-SLC-SEA,2025-05-30,2025,6,,SLC,SEA,2.0,0.0,,,0.0,0.0,,,,,0.0,105.0,45.0
2025-06-06-LV-SEA,2025-06-06,2025,7,,LV,SEA,0.0,1.0,,,0.0,0.0,,,,,1.0,50.0,41.0
2025-06-21-LA-SEA,2025-06-21,2025,9,,LA,SEA,2.0,1.0,,,0.0,0.0,,,,,0.0,37.0,82.0
2025-06-27-COL-SEA,2025-06-27,2025,10,,COL,SEA,1.0,0.0,,,0.0,0.0,,,,,1.0,108.0,9.0
2025-07-18-SEA-COL,2025-07-18,2025,13,,SEA,COL,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-07-19-ORE-SEA,2025-07-19,2025,13,,ORE,SEA,1.0,1.0,,,0.0,0.0,,,,,0.0,78.0,28.0
2026-05-02-CHI-MIN,2026-05-02,2026,2,,CHI,MIN,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2026-05-02-COL-SEA,2026-05-02,2026,2,,COL,SEA,1.0,0.0,,,0.0,0.0,,,,,1.0,36.0,1.0
