game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_BREAKERS,,2023,1,USFL,,,0.0,23.0,1.0,,
SYNTHETIC_USFL_2023_W3_BREAKERS,,2023,3,USFL,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_2023_W4_BREAKERS,,2023,4,USFL,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_2023_W5_BREAKERS,,2023,5,USFL,,,0.0,7.0,2.0,0.0,10.0
SYNTHETIC_USFL_2023_W6_BREAKERS,,2023,6,USFL,,,0.0,31.0,2.0,,
SYNTHETIC_USFL_2023_W7_BREAKERS,,2023,7,USFL,,,,,,0.0,9.0
SYNTHETIC_USFL_2023_W8_BREAKERS,,2023,8,USFL,,,0.0,0.0,0.0,0.0,4.0
SYNTHETIC_USFL_2023_W9_BREAKERS,,2023,9,USFL,,,,,,1.0,29.0
SYNTHETIC_USFL_2023_W11_BREAKERS,,2023,11,USFL,,,,14.0,1.0,,
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,0.0,73.0,8.0,,
SYNTHETIC_CFL_2024_W14_OTT,,2024,14,CFL,,,0.0,6.0,1.0,,
SYNTHETIC_UFL_2025_W1_SHOWBOATS,,2025,1,UFL,,,0.0,9.0,1.0,,
SYNTHETIC_UFL_2025_W2_SHOWBOATS,,2025,2,UFL,,,0.0,42.0,1.0,,
SYNTHETIC_UFL_2025_W4_SHOWBOATS,,2025,4,UFL,,,0.0,0.0,0.0,0.0,2.0
SYNTHETIC_UFL_2025_W7_SHOWBOATS,,2025,7,UFL,,,0.0,26.0,2.0,,
SYNTHETIC_UFL_2025_W8_SHOWBOATS,,2025,8,UFL,,,0.0,0.0,0.0,,
SYNTHETIC_UFL_2025_W9_SHOWBOATS,,2025,9,UFL,,,0.0,49.0,1.0,,
SYNTHETIC_UFL_2025_W10_SHOWBOATS,,2025,10,UFL,,,0.0,6.0,2.0,,
