game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W2_HOU,,,2,USFL,,,1.0,53.0,2.0,,
SYNTHETIC_USFL_W3_HOU,,,3,USFL,,,0.0,24.0,4.0,0.0,0.0
SYNTHETIC_USFL_W4_HOU,,,4,USFL,,,0.0,4.0,1.0,0.0,2.0
SYNTHETIC_USFL_W8_HOU,,,8,USFL,,,0.0,8.0,1.0,0.0,11.0
