game_id,date,season,week,league,away,home,assists,blk,cto,goals,lb,pim,sog,to
703329312,,,1,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
703344673,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
