game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W6_TOR,,,6,CFL,,,1.0,94.0,6.0
SYNTHETIC_CFL_W7_TOR,,,7,CFL,,,1.0,5.0,1.0
SYNTHETIC_CFL_W8_TOR,,,8,CFL,,,0.0,35.0,4.0
SYNTHETIC_CFL_W9_TOR,,,9,CFL,,,1.0,85.0,4.0
SYNTHETIC_CFL_W17_TOR,,,17,CFL,,,0.0,43.0,3.0
SYNTHETIC_CFL_W18_TOR,,,18,CFL,,,0.0,55.0,1.0
SYNTHETIC_CFL_W19_TOR,,,19,CFL,,,0.0,61.0,5.0
SYNTHETIC_CFL_2023_W2_TOR,,2023,2,CFL,,,,8.0,1.0
SYNTHETIC_CFL_2023_W3_TOR,,2023,3,CFL,,,0.0,61.0,2.0
SYNTHETIC_CFL_2023_W4_TOR,,2023,4,CFL,,,0.0,76.0,6.0
SYNTHETIC_CFL_2023_W6_TOR,,2023,6,CFL,,,0.0,18.0,3.0
SYNTHETIC_CFL_2023_W7_TOR,,2023,7,CFL,,,0.0,39.0,3.0
SYNTHETIC_CFL_2023_W8_TOR,,2023,8,CFL,,,0.0,38.0,4.0
SYNTHETIC_CFL_2023_W9_TOR,,2023,9,CFL,,,1.0,94.0,4.0
SYNTHETIC_CFL_2023_W10_TOR,,2023,10,CFL,,,0.0,115.0,5.0
