game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,1.0,,7.0,5.0,,,7.0,2.0,72.0,-14.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,,HTX,DAL,2.0,,17.0,16.0,,,17.0,,55.0,76.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,2.0,1.0,14.0,11.0,1.0,1.0,13.0,2.0,104.0,63.0
