game_id,date,season,week,league,away,home,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-ATX-HTX,2023-04-29,2023,1,,ATX,HTX,1.0,1.0,1.0,,1.0,1.0,,13.0,13.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,,DAL,ATX,1.0,5.0,4.0,2.0,,5.0,1.0,47.0,4.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,,1.0,,1.0,,,,9.0,
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,,3.0,4.0,,,4.0,,34.0,45.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,1.0,9.0,8.0,2.0,1.0,9.0,1.0,62.0,48.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,,CAR,ATX,,2.0,,1.0,,1.0,1.0,19.0,
