game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W1_MTL,,,1,CFL,,,,0.0,5.0,1.0,,
SYNTHETIC_CFL_W2_MTL,,,2,CFL,,,,0.0,33.0,2.0,,
SYNTHETIC_CFL_W3_MTL,,,3,CFL,,,,0.0,14.0,1.0,,
SYNTHETIC_CFL_W4_MTL,,,4,CFL,,,,0.0,27.0,1.0,,
SYNTHETIC_CFL_W6_MTL,,,6,CFL,,,,0.0,20.0,3.0,,
SYNTHETIC_CFL_W7_MTL,,,7,CFL,,,,1.0,102.0,5.0,,
SYNTHETIC_CFL_W8_MTL,,,8,CFL,,,,1.0,10.0,2.0,,
SYNTHETIC_CFL_W9_MTL,,,9,CFL,,,,0.0,15.0,2.0,,
SYNTHETIC_CFL_W10_MTL,,,10,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_W11_MTL,,,11,CFL,,,,0.0,25.0,2.0,,
SYNTHETIC_CFL_W13_MTL,,,13,CFL,,,,0.0,12.0,1.0,,
SYNTHETIC_CFL_W14_MTL,,,14,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_W16_MTL,,,16,CFL,,,,0.0,10.0,2.0,,
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,,0.0,20.0,2.0,,
SYNTHETIC_CFL_W20_MTL,,,20,CFL,,,,0.0,29.0,1.0,,
SYNTHETIC_CFL_2023_W1_MTL,,2023,1,CFL,,,,0.0,30.0,3.0,,
SYNTHETIC_CFL_2023_W4_MTL,,2023,4,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W5_MTL,,2023,5,CFL,,,,0.0,15.0,1.0,,
SYNTHETIC_CFL_2023_W6_MTL,,2023,6,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_2023_W8_MTL,,2023,8,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_2023_W9_MTL,,2023,9,CFL,,,,0.0,13.0,1.0,,
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,,0.0,51.0,1.0,,
SYNTHETIC_CFL_2023_W12_MTL,,2023,12,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W21_MTL,,2023,21,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2024_W1_EDM,,2024,1,CFL,,,,2.0,40.0,5.0,,
SYNTHETIC_CFL_2024_W2_EDM,,2024,2,CFL,,,,0.0,58.0,6.0,,
SYNTHETIC_CFL_2024_W3_EDM,,2024,3,CFL,,,,1.0,72.0,5.0,,
SYNTHETIC_CFL_2024_W6_EDM,,2024,6,CFL,,,,1.0,88.0,7.0,,
SYNTHETIC_CFL_2024_W7_EDM,,2024,7,CFL,,,,0.0,29.0,3.0,,
SYNTHETIC_CFL_2024_W8_EDM,,2024,8,CFL,,,,0.0,28.0,2.0,,
SYNTHETIC_CFL_2024_W9_EDM,,2024,9,CFL,,,,0.0,22.0,3.0,,
SYNTHETIC_CFL_2024_W10_EDM,,2024,10,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W11_EDM,,2024,11,CFL,,,,0.0,44.0,1.0,,
SYNTHETIC_CFL_2024_W12_EDM,,2024,12,CFL,,,,0.0,35.0,5.0,,
SYNTHETIC_CFL_2024_W13_EDM,,2024,13,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_2024_W14_EDM,,2024,14,CFL,,,,1.0,71.0,2.0,,
SYNTHETIC_CFL_2025_W7_TOR,,2025,7,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2025_W9_TOR,,2025,9,CFL,,,,0.0,40.0,3.0,,
