game_id,date,season,week,league,away,home,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_HOU,,,1,USFL,,,,1.0,,1.0,73.0,,,,0.0,4.0
SYNTHETIC_USFL_W2_HOU,,,2,USFL,,,0.0,3.0,,2.0,141.0,,,,0.0,21.0
SYNTHETIC_USFL_W3_HOU,,,3,USFL,,,,1.0,,2.0,240.0,,,,0.0,3.0
SYNTHETIC_USFL_W4_HOU,,,4,USFL,,,,0.0,,1.0,127.0,,,,0.0,5.0
SYNTHETIC_USFL_W5_HOU,,,5,USFL,,,,1.0,0.0,1.0,165.0,,,,1.0,23.0
SYNTHETIC_USFL_W6_HOU,,,6,USFL,,,0.0,1.0,,3.0,171.0,0.0,6.0,1.0,0.0,10.0
SYNTHETIC_USFL_W7_HOU,,,7,USFL,,,,0.0,1.0,0.0,70.0,,,,0.0,5.0
