game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-26-HTX-CAR,2023-05-26,2023,5,,HTX,CAR,1.0,1.0,9.0,7.0,1.0,1.0,1.0,8.0,1.0,104.0,48.0
2023-06-09-CAR-DAL,2023-06-09,2023,7,,CAR,DAL,,,3.0,3.0,1.0,,,3.0,,71.0,8.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,,CAR,ATX,1.0,,,,,,,,,,
2023-07-25-DAL-CAR,2023-07-25,2023,13,,DAL,CAR,2.0,,15.0,13.0,3.0,1.0,,13.0,,255.0,63.0
