game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,2.0,1.0,8.0,6.0,,,1.0,2.0,3.0,8.0,2.0,23.0,160.0
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,,,,,,,,,6.0,,,,
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,,,1.0,1.0,1.0,,,,9.0,1.0,,15.0,
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,,4.0,2.0,,1.0,,,1.0,2.0,,50.0,-6.0
2023-06-17-DET-IND,2023-06-17,2023,8,,DET,IND,,,,,,,,,4.0,,,,
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,,1.0,,,,,,,2.0,1.0,,,
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,1.0,,1.0,1.0,,,,,1.0,1.0,,15.0,33.0
2023-07-08-MAD-DET,2023-07-08,2023,11,,MAD,DET,,,,,,,,,2.0,,,,
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,,1.0,12.0,8.0,1.0,2.0,2.0,,,10.0,2.0,197.0,6.0
2023-07-22-DET-MAD,2023-07-22,2023,13,,DET,MAD,,,5.0,3.0,,0.0,,,,5.0,,21.0,-3.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,,,,,,,,,,,2.0,,
