game_id,date,season,week,league,away,home,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,1.0,2.0,1.0,1.0,1.0,1.0,,58.0,13.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,,3.0,2.0,1.0,,3.0,1.0,33.0,-23.0
