game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-10-SD-OAK,2023-06-10,2023,7,,SD,OAK,,,,,,,1.0,,,,
2023-06-17-SEA-SD,2023-06-17,2023,8,,SEA,SD,,,9.0,8.0,,,1.0,11.0,2.0,-10.0,36.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,1.0,,4.0,4.0,,,,5.0,1.0,13.0,18.0
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,,,4.0,3.0,,,,3.0,,16.0,12.0
2025-04-25-NY-LV,2025-04-25,2025,1,,NY,LV,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-03-LV-SLC,2025-05-03,2025,2,,LV,SLC,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-10-SEA-LV,2025-05-10,2025,3,,SEA,LV,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-23-ORE-LV,2025-05-23,2025,5,,ORE,LV,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-06-LV-SEA,2025-06-06,2025,7,,LV,SEA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-07-LV-ORE,2025-06-07,2025,7,,LV,ORE,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-14-SD-LV,2025-06-14,2025,8,,SD,LV,1.0,2.0,,,0.0,0.0,,,2.0,39.0,36.0
2025-06-20-LV-COL,2025-06-20,2025,9,,LV,COL,2.0,1.0,,,0.0,0.0,,,3.0,32.0,174.0
2025-06-21-LV-OAK,2025-06-21,2025,9,,LV,OAK,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-07-05-SLC-LV,2025-07-05,2025,11,,SLC,LV,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-07-12-COL-LV,2025-07-12,2025,12,,COL,LV,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-07-20-LV-LA,2025-07-20,2025,13,,LV,LA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
