game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,pulls,throwAttempts,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,1.0,,5.0,5.0,,1.0,5.0,38.0,41.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,1.0,,2.0,4.0,1.0,,4.0,4.0,27.0
2023-06-17-DAL-ATL,2023-06-17,2023,8,,DAL,ATL,,,2.0,4.0,,,4.0,9.0,29.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,,,3.0,6.0,1.0,,6.0,15.0,9.0
2023-06-24-ATL-DAL,2023-06-24,2023,9,,ATL,DAL,,1.0,,,,,,,
