game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-05-11-DET-IND,2024-05-11,2024,3,,DET,IND,0.0,0.0,0.0,1.0,3.0,78.0,65.0
2024-05-18-ATL-IND,2024-05-18,2024,4,,ATL,IND,1.0,0.0,0.0,0.0,1.0,22.0,264.0
2024-06-01-CHI-IND,2024-06-01,2024,6,,CHI,IND,5.0,0.0,0.0,2.0,1.0,32.0,430.0
2024-06-02-IND-PIT,2024-06-02,2024,6,,IND,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,1.0,0.0,1.0,2.0,1.0,274.0,218.0
2024-06-15-DET-IND,2024-06-15,2024,8,,DET,IND,3.0,0.0,0.0,0.0,0.0,142.0,325.0
2024-06-22-IND-CHI,2024-06-22,2024,9,,IND,CHI,1.0,1.0,0.0,2.0,4.0,139.0,220.0
2024-06-29-MAD-IND,2024-06-29,2024,10,,MAD,IND,1.0,1.0,1.0,0.0,1.0,101.0,261.0
2024-07-06-IND-COL,2024-07-06,2024,11,,IND,COL,3.0,0.0,0.0,2.0,0.0,150.0,153.0
2024-07-13-IND-DET,2024-07-13,2024,12,,IND,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-14-IND-PIT,2024-07-14,2024,12,,IND,PIT,1.0,0.0,0.0,1.0,0.0,105.0,118.0
2024-07-19-IND-MAD,2024-07-19,2024,13,,IND,MAD,2.0,1.0,0.0,0.0,2.0,94.0,296.0
