game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W8_TOR,,,8,CFL,,,0.0,50.0,3.0
SYNTHETIC_CFL_W10_TOR,,,10,CFL,,,0.0,48.0,2.0
SYNTHETIC_CFL_W18_TOR,,,18,CFL,,,1.0,37.0,1.0
SYNTHETIC_CFL_W19_TOR,,,19,CFL,,,0.0,33.0,2.0
SYNTHETIC_CFL_2023_W14_TOR,,2023,14,CFL,,,0.0,84.0,6.0
SYNTHETIC_CFL_2023_W15_TOR,,2023,15,CFL,,,0.0,82.0,7.0
SYNTHETIC_CFL_2023_W16_TOR,,2023,16,CFL,,,0.0,21.0,2.0
SYNTHETIC_CFL_2023_W17_TOR,,2023,17,CFL,,,0.0,58.0,4.0
SYNTHETIC_CFL_2023_W18_TOR,,2023,18,CFL,,,0.0,44.0,3.0
SYNTHETIC_CFL_2023_W19_TOR,,2023,19,CFL,,,0.0,21.0,3.0
SYNTHETIC_CFL_2023_W20_TOR,,2023,20,CFL,,,0.0,40.0,3.0
SYNTHETIC_CFL_2023_W21_TOR,,2023,21,CFL,,,0.0,34.0,4.0
SYNTHETIC_CFL_2024_W1_TOR,,2024,1,CFL,,,,21.0,2.0
SYNTHETIC_CFL_2024_W3_TOR,,2024,3,CFL,,,0.0,17.0,1.0
SYNTHETIC_CFL_2024_W4_TOR,,2024,4,CFL,,,0.0,11.0,3.0
SYNTHETIC_CFL_2024_W5_TOR,,2024,5,CFL,,,0.0,23.0,4.0
SYNTHETIC_CFL_2024_W14_TOR,,2024,14,CFL,,,1.0,41.0,4.0
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,0.0,0.0,1.0
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,0.0,24.0,2.0
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,0.0,64.0,5.0
SYNTHETIC_CFL_2025_W9_SSK,,2025,9,CFL,,,1.0,39.0,2.0
SYNTHETIC_CFL_2025_W11_SSK,,2025,11,CFL,,,1.0,39.0,4.0
SYNTHETIC_CFL_2025_W12_SSK,,2025,12,CFL,,,0.0,35.0,4.0
SYNTHETIC_CFL_2025_W13_SSK,,2025,13,CFL,,,1.0,86.0,3.0
SYNTHETIC_CFL_2025_W14_SSK,,2025,14,CFL,,,0.0,45.0,4.0
SYNTHETIC_CFL_2025_W15_SSK,,2025,15,CFL,,,0.0,59.0,4.0
SYNTHETIC_CFL_2025_W17_SSK,,2025,17,CFL,,,1.0,64.0,6.0
SYNTHETIC_CFL_2025_W18_SSK,,2025,18,CFL,,,0.0,23.0,1.0
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,1.0,39.0,3.0
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,0.0,31.0,3.0
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,0.0,75.0,8.0
