game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_RUSH,,,1,AUDL,,,5.0,1.0,,,1.0,5.0,,,,,1.0,260.0,462.0
SYNTHETIC_AUDL_W2_RUSH,,,2,AUDL,,,2.0,0.0,,,0.0,0.0,,,,,3.0,108.0,162.0
SYNTHETIC_AUDL_W3_RUSH,,,3,AUDL,,,5.0,0.0,,,1.0,1.0,,,,,2.0,40.0,376.0
2022-06-17-TOR-PHI,2022-06-17,2022,4,,TOR,PHI,1.0,0.0,,,0.0,0.0,,,,,3.0,43.0,56.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,3.0,0.0,,,0.0,0.0,,,,,4.0,140.0,135.0
2022-06-25-BOS-TOR,2022-06-25,2022,5,,BOS,TOR,9.0,0.0,,,1.0,2.0,,,,,0.0,348.0,208.0
2022-07-02-TOR-OTT,2022-07-02,2022,6,,TOR,OTT,4.0,1.0,,,1.0,3.0,,,,,1.0,290.0,238.0
2022-07-16-PHI-TOR,2022-07-16,2022,8,,PHI,TOR,10.0,0.0,,,0.0,2.0,,,,,0.0,257.0,440.0
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,1.0,,34.0,39.0,,1.0,,,,40.0,1.0,153.0,239.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,,,,,,,2.0,,1.0,,,,
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,2.0,,31.0,30.0,,2.0,6.0,1.0,,33.0,3.0,151.0,315.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,1.0,,36.0,37.0,,2.0,2.0,,,41.0,3.0,205.0,87.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,5.0,1.0,19.0,27.0,,1.0,2.0,,,28.0,1.0,63.0,196.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,3.0,,19.0,20.0,1.0,,3.0,,,21.0,1.0,63.0,121.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,1.0,,5.0,8.0,,,,,,8.0,,14.0,51.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,2.0,,10.0,8.0,,1.0,3.0,1.0,,9.0,1.0,149.0,134.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,2.0,,35.0,32.0,,3.0,5.0,1.0,,34.0,2.0,272.0,167.0
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,6.0,1.0,19.0,21.0,1.0,,3.0,2.0,,23.0,1.0,182.0,323.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,,,30.0,28.0,,1.0,,,,33.0,4.0,187.0,148.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,0.0,,,,0.0,,0.0,0.0,,,,,
2024-05-04-TOR-BOS,2024-05-04,2024,2,,TOR,BOS,3.0,0.0,,,0.0,3.0,,,,,0.0,136.0,206.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,,MTL,TOR,3.0,0.0,,,1.0,0.0,,,,,0.0,81.0,200.0
2024-05-25-PIT-TOR,2024-05-25,2024,5,,PIT,TOR,3.0,0.0,,,0.0,1.0,,,,,0.0,207.0,189.0
2024-05-31-TOR-DC,2024-05-31,2024,6,,TOR,DC,4.0,0.0,,,0.0,1.0,,,,,1.0,204.0,274.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,,TOR,PHI,2.0,0.0,,,0.0,1.0,,,,,2.0,111.0,91.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,,TOR,MTL,2.0,0.0,,,0.0,3.0,,,,,1.0,98.0,84.0
2024-06-15-DC-TOR,2024-06-15,2024,8,,DC,TOR,3.0,0.0,,,1.0,0.0,,,,,1.0,69.0,189.0
2024-06-21-TOR-NY,2024-06-21,2024,9,,TOR,NY,3.0,0.0,,,0.0,0.0,,,,,1.0,208.0,259.0
2024-06-22-TOR-BOS,2024-06-22,2024,9,,TOR,BOS,2.0,0.0,,,0.0,0.0,,,,,1.0,111.0,145.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,,PHI,TOR,1.0,0.0,,,0.0,2.0,,,,,1.0,134.0,163.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,,MTL,TOR,1.0,1.0,,,0.0,1.0,,,,,1.0,145.0,128.0
2024-07-20-BOS-TOR,2024-07-20,2024,13,,BOS,TOR,3.0,0.0,,,1.0,0.0,,,,,0.0,139.0,204.0
2025-05-03-TOR-DC,2025-05-03,2025,2,,TOR,DC,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-05-04-TOR-PHI,2025-05-04,2025,2,,TOR,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,41.0,79.0
2025-05-10-PHI-TOR,2025-05-10,2025,3,,PHI,TOR,1.0,0.0,,,0.0,1.0,,,,,1.0,105.0,229.0
2025-05-30-DC-TOR,2025-05-30,2025,6,,DC,TOR,2.0,0.0,,,0.0,1.0,,,,,1.0,57.0,201.0
2025-06-01-NY-TOR,2025-06-01,2025,6,,NY,TOR,2.0,0.0,,,0.0,1.0,,,,,0.0,71.0,145.0
2025-06-07-MTL-TOR,2025-06-07,2025,7,,MTL,TOR,2.0,0.0,,,0.0,0.0,,,,,1.0,74.0,192.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,,BOS,TOR,3.0,0.0,,,0.0,1.0,,,,,1.0,186.0,283.0
2025-06-20-TOR-NY,2025-06-20,2025,9,,TOR,NY,4.0,0.0,,,0.0,0.0,,,,,1.0,126.0,178.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,,TOR,BOS,2.0,0.0,,,0.0,0.0,,,,,1.0,79.0,216.0
2025-06-28-PIT-TOR,2025-06-28,2025,10,,PIT,TOR,4.0,1.0,,,0.0,0.0,,,,,1.0,-16.0,308.0
2025-07-04-TOR-MTL,2025-07-04,2025,11,,TOR,MTL,2.0,0.0,,,0.0,0.0,,,,,2.0,69.0,112.0
2025-07-19-TOR-MTL,2025-07-19,2025,13,,TOR,MTL,2.0,0.0,,,1.0,2.0,,,,,2.0,120.0,132.0
2026-05-01-TOR-NY,2026-05-01,2026,2,,TOR,NY,1.0,0.0,,,0.0,0.0,,,,,1.0,41.0,204.0
2026-05-02-TOR-PHI,2026-05-02,2026,2,,TOR,PHI,0.0,0.0,,,0.0,0.0,,,,,0.0,30.0,88.0
