game_id,date,season,week,league,away,home,assists,catches,completions,goals,throwAttempts,yardsReceived,yardsThrown
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,,1.0,,1.0,,10.0,
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,1.0,4.0,2.0,1.0,3.0,21.0,26.0
