game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_BHAM,,,1,USFL,,,,0.0,17.0,2.0,1.0,22.0
SYNTHETIC_USFL_W2_BHAM,,,2,USFL,,,,0.0,20.0,2.0,1.0,76.0
SYNTHETIC_USFL_W3_BHAM,,,3,USFL,,,,0.0,14.0,4.0,0.0,36.0
SYNTHETIC_USFL_W4_BHAM,,,4,USFL,,,,0.0,7.0,1.0,0.0,55.0
SYNTHETIC_USFL_W5_BHAM,,,5,USFL,,,1.0,0.0,17.0,2.0,1.0,114.0
SYNTHETIC_USFL_W7_BHAM,,,7,USFL,,,,0.0,3.0,1.0,1.0,4.0
SYNTHETIC_USFL_W8_BHAM,,,8,USFL,,,,0.0,19.0,1.0,0.0,20.0
SYNTHETIC_USFL_W9_BHAM,,,9,USFL,,,,0.0,25.0,3.0,0.0,26.0
SYNTHETIC_USFL_W10_BHAM,,,10,USFL,,,,0.0,39.0,4.0,1.0,47.0
SYNTHETIC_USFL_W11_BHAM,,,11,USFL,,,,,,,0.0,20.0
SYNTHETIC_USFL_2023_W1_STALLIONS,,2023,1,USFL,,,,0.0,11.0,1.0,0.0,24.0
SYNTHETIC_USFL_2023_W2_STALLIONS,,2023,2,USFL,,,,0.0,9.0,1.0,0.0,67.0
SYNTHETIC_USFL_2023_W3_STALLIONS,,2023,3,USFL,,,,0.0,19.0,2.0,1.0,24.0
SYNTHETIC_USFL_2023_W4_STALLIONS,,2023,4,USFL,,,,0.0,26.0,2.0,0.0,35.0
SYNTHETIC_USFL_2023_W5_STALLIONS,,2023,5,USFL,,,1.0,1.0,16.0,4.0,0.0,43.0
SYNTHETIC_USFL_2023_W6_STALLIONS,,2023,6,USFL,,,,1.0,16.0,3.0,0.0,100.0
SYNTHETIC_USFL_2023_W7_STALLIONS,,2023,7,USFL,,,,0.0,52.0,6.0,0.0,86.0
SYNTHETIC_USFL_2023_W8_STALLIONS,,2023,8,USFL,,,1.0,0.0,46.0,5.0,0.0,56.0
SYNTHETIC_USFL_2023_W9_STALLIONS,,2023,9,USFL,,,,0.0,37.0,3.0,1.0,32.0
SYNTHETIC_USFL_2023_W10_STALLIONS,,2023,10,USFL,,,1.0,0.0,4.0,1.0,1.0,56.0
SYNTHETIC_USFL_2023_W11_STALLIONS,,2023,11,USFL,,,,,4.0,1.0,1.0,72.0
SYNTHETIC_USFL_2023_W12_STALLIONS,,2023,12,USFL,,,,,25.0,4.0,,48.0
SYNTHETIC_UFL_2024_W1_STALLIONS,,2024,1,UFL,,,,0.0,36.0,2.0,1.0,67.0
SYNTHETIC_UFL_2024_W2_STALLIONS,,2024,2,UFL,,,,0.0,29.0,3.0,0.0,54.0
SYNTHETIC_UFL_2024_W3_STALLIONS,,2024,3,UFL,,,,0.0,10.0,2.0,0.0,19.0
SYNTHETIC_UFL_2024_W4_STALLIONS,,2024,4,UFL,,,1.0,0.0,10.0,3.0,0.0,19.0
SYNTHETIC_UFL_2024_W6_STALLIONS,,2024,6,UFL,,,,1.0,12.0,4.0,0.0,31.0
SYNTHETIC_UFL_2024_W7_STALLIONS,,2024,7,UFL,,,,0.0,9.0,1.0,1.0,31.0
SYNTHETIC_UFL_2024_W9_STALLIONS,,2024,9,UFL,,,,0.0,2.0,1.0,0.0,17.0
SYNTHETIC_UFL_2024_W10_STALLIONS,,2024,10,UFL,,,,0.0,29.0,3.0,2.0,56.0
SYNTHETIC_UFL_2024_W11_STALLIONS,,2024,11,UFL,,,,0.0,5.0,1.0,0.0,77.0
SYNTHETIC_UFL_2024_W12_STALLIONS,,2024,12,UFL,,,,,,,0.0,45.0
SYNTHETIC_UFL_2025_W1_STALLIONS,,2025,1,UFL,,,,1.0,12.0,1.0,0.0,9.0
SYNTHETIC_UFL_2025_W3_STALLIONS,,2025,3,UFL,,,,0.0,0.0,0.0,0.0,15.0
SYNTHETIC_UFL_2025_W4_STALLIONS,,2025,4,UFL,,,,0.0,3.0,2.0,0.0,47.0
SYNTHETIC_UFL_2025_W5_STALLIONS,,2025,5,UFL,,,,0.0,21.0,4.0,0.0,24.0
SYNTHETIC_UFL_2025_W6_STALLIONS,,2025,6,UFL,,,,0.0,0.0,0.0,0.0,26.0
SYNTHETIC_UFL_2025_W7_STALLIONS,,2025,7,UFL,,,,0.0,3.0,1.0,1.0,44.0
SYNTHETIC_UFL_2025_W8_STALLIONS,,2025,8,UFL,,,1.0,0.0,5.0,1.0,0.0,40.0
SYNTHETIC_UFL_2025_W9_STALLIONS,,2025,9,UFL,,,1.0,0.0,26.0,3.0,0.0,18.0
