game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W2_NO,,,2,USFL,,,,0.0,43.0,5.0
SYNTHETIC_USFL_W3_NO,,,3,USFL,,,,0.0,14.0,3.0
SYNTHETIC_USFL_W4_NO,,,4,USFL,,,,0.0,95.0,4.0
SYNTHETIC_USFL_W5_NO,,,5,USFL,,,,0.0,10.0,1.0
SYNTHETIC_USFL_W6_NO,,,6,USFL,,,,0.0,40.0,5.0
SYNTHETIC_USFL_W7_NO,,,7,USFL,,,1.0,0.0,20.0,2.0
SYNTHETIC_USFL_W8_NO,,,8,USFL,,,,0.0,76.0,4.0
SYNTHETIC_USFL_W11_NO,,,11,USFL,,,,0.0,27.0,1.0
