game_id,date,season,week,league,away,home,blocked_punt,fumble_recoveries,interceptions_made,points_against,sacks
SYNTHETIC_UFL_2026_W1_ORLANDOSTORM,,2026,1,UFL,,,,1.0,0.0,16.0,3.0
SYNTHETIC_UFL_2026_W2_ORLANDOSTORM,,2026,2,UFL,,,,,1.0,9.0,2.0
SYNTHETIC_UFL_2026_W3_ORLANDOSTORM,,2026,3,UFL,,,,,0.0,27.0,1.0
SYNTHETIC_UFL_2026_W4_ORLANDOSTORM,,2026,4,UFL,,,,,0.0,0.0,2.0
SYNTHETIC_UFL_2026_W5_ORLANDOSTORM,,2026,5,UFL,,,1.0,,2.0,25.0,3.0
