game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2023_W1_CGY,,2023,1,CFL,,,0.0,0.0,0.0,,,,0.0,-1.0
SYNTHETIC_CFL_2023_W2_CGY,,2023,2,CFL,,,,,,,,,0.0,3.0
SYNTHETIC_CFL_2023_W3_CGY,,2023,3,CFL,,,0.0,0.0,3.0,,,,0.0,28.0
SYNTHETIC_CFL_2023_W5_CGY,,2023,5,CFL,,,0.0,0.0,5.0,,,,0.0,11.0
SYNTHETIC_CFL_2023_W6_CGY,,2023,6,CFL,,,,,,,,,0.0,17.0
SYNTHETIC_CFL_2023_W7_CGY,,2023,7,CFL,,,0.0,0.0,0.0,,,,1.0,7.0
SYNTHETIC_CFL_2023_W8_CGY,,2023,8,CFL,,,1.0,0.0,0.0,,,,0.0,32.0
SYNTHETIC_CFL_2023_W9_CGY,,2023,9,CFL,,,,,,,,,1.0,8.0
SYNTHETIC_CFL_2023_W10_CGY,,2023,10,CFL,,,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W11_CGY,,2023,11,CFL,,,,,,,,,0.0,2.0
SYNTHETIC_CFL_2023_W13_CGY,,2023,13,CFL,,,,,,,,,1.0,1.0
SYNTHETIC_CFL_2023_W14_CGY,,2023,14,CFL,,,,,,,,,0.0,8.0
SYNTHETIC_CFL_2023_W16_CGY,,2023,16,CFL,,,,,,,,,0.0,15.0
SYNTHETIC_CFL_2023_W19_CGY,,2023,19,CFL,,,,,,,,,1.0,1.0
SYNTHETIC_CFL_2023_W20_CGY,,2023,20,CFL,,,,,,,,,2.0,13.0
SYNTHETIC_CFL_2023_W21_CGY,,2023,21,CFL,,,0.0,0.0,9.0,,,,0.0,5.0
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,,,,,,,0.0,3.0
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,,,,,,,0.0,1.0
SYNTHETIC_CFL_2024_W4_CGY,,2024,4,CFL,,,,,,,,,0.0,9.0
SYNTHETIC_CFL_2024_W5_CGY,,2024,5,CFL,,,0.0,0.0,24.0,,,,2.0,49.0
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,,,,,,,2.0,6.0
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,0.0,0.0,0.0,,,,0.0,6.0
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,,,,,,,0.0,6.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,,,,,,,0.0,23.0
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,,,,,,,1.0,10.0
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,,,,,,,3.0,10.0
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,,,,,,,0.0,2.0
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,,,,,,,0.0,8.0
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,,,,,,,1.0,69.0
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,,,,,,,0.0,7.0
SYNTHETIC_CFL_2024_W19_CGY,,2024,19,CFL,,,,,,,,,1.0,9.0
SYNTHETIC_CFL_2024_W20_CGY,,2024,20,CFL,,,,,,,,,0.0,16.0
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,,,,,,,0.0,3.0
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,,,,,,,1.0,1.0
SYNTHETIC_CFL_2025_W2_SSK,,2025,2,CFL,,,,,,,,,0.0,11.0
SYNTHETIC_CFL_2025_W3_SSK,,2025,3,CFL,,,,,,,,,1.0,30.0
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,,,,,,,0.0,33.0
SYNTHETIC_CFL_2025_W6_SSK,,2025,6,CFL,,,,,,,,,0.0,4.0
SYNTHETIC_CFL_2025_W7_SSK,,2025,7,CFL,,,,,,,,,0.0,27.0
SYNTHETIC_CFL_2025_W8_SSK,,2025,8,CFL,,,,,,,,,0.0,1.0
SYNTHETIC_CFL_2025_W9_SSK,,2025,9,CFL,,,,,,,,,1.0,13.0
SYNTHETIC_CFL_2025_W11_SSK,,2025,11,CFL,,,0.0,0.0,1.0,,,,0.0,13.0
SYNTHETIC_CFL_2025_W12_SSK,,2025,12,CFL,,,,,,,,,0.0,3.0
SYNTHETIC_CFL_2025_W13_SSK,,2025,13,CFL,,,,,,,,,0.0,10.0
SYNTHETIC_CFL_2025_W14_SSK,,2025,14,CFL,,,,,,,,,0.0,31.0
SYNTHETIC_CFL_2025_W15_SSK,,2025,15,CFL,,,,,,,,,1.0,2.0
SYNTHETIC_CFL_2025_W17_SSK,,2025,17,CFL,,,0.0,0.0,0.0,,,,1.0,4.0
