game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_SHOWBOATS,,2023,1,USFL,,,,0.0,5.0,2.0,,
SYNTHETIC_USFL_2023_W3_SHOWBOATS,,2023,3,USFL,,,,1.0,12.0,2.0,,
SYNTHETIC_USFL_2023_W5_SHOWBOATS,,2023,5,USFL,,,,0.0,64.0,5.0,,
SYNTHETIC_USFL_2023_W6_SHOWBOATS,,2023,6,USFL,,,,,8.0,1.0,,
SYNTHETIC_USFL_2023_W7_SHOWBOATS,,2023,7,USFL,,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_2023_W8_SHOWBOATS,,2023,8,USFL,,,,0.0,43.0,3.0,,
SYNTHETIC_USFL_2023_W9_SHOWBOATS,,2023,9,USFL,,,1.0,0.0,24.0,2.0,,
SYNTHETIC_USFL_2023_W10_SHOWBOATS,,2023,10,USFL,,,,0.0,14.0,1.0,,
SYNTHETIC_UFL_2024_W7_SHOWBOATS,,2024,7,UFL,,,,0.0,14.0,1.0,,
SYNTHETIC_UFL_2024_W8_SHOWBOATS,,2024,8,UFL,,,,0.0,0.0,0.0,,
SYNTHETIC_UFL_2024_W9_SHOWBOATS,,2024,9,UFL,,,,0.0,11.0,1.0,,
SYNTHETIC_UFL_2024_W10_SHOWBOATS,,2024,10,UFL,,,,0.0,5.0,1.0,,
SYNTHETIC_UFL_2025_W1_SHOWBOATS,,2025,1,UFL,,,,0.0,8.0,1.0,,
SYNTHETIC_UFL_2025_W6_SHOWBOATS,,2025,6,UFL,,,,1.0,6.0,2.0,,
SYNTHETIC_UFL_2025_W8_SHOWBOATS,,2025,8,UFL,,,1.0,0.0,14.0,1.0,,
SYNTHETIC_UFL_2025_W9_SHOWBOATS,,2025,9,UFL,,,,0.0,6.0,1.0,,
SYNTHETIC_UFL_2025_W10_SHOWBOATS,,2025,10,UFL,,,,0.0,10.0,1.0,0.0,1.0
